c_id,u_id,b_id,created_at
7908,2636,8475,2010-07-09
7909,2637,6024,1994-01-06
7910,2637,3869,2007-01-14
7911,2637,3128,1973-07-18
7912,2638,6295,1974-12-10
7913,2638,5023,2020-08-21
7914,2638,4056,1979-09-23
7915,2639,10094,1974-03-17
7916,2639,9510,2014-10-21
7917,2639,10961,2015-12-10
7918,2640,5780,1970-09-20
7919,2640,855,2010-03-14
7920,2640,7712,2013-07-30
7921,2641,3811,1998-05-08
7922,2641,10762,2005-01-10
7923,2641,6459,2008-05-27
7924,2642,1355,2005-05-20
7925,2642,2266,2010-03-11
7926,2642,105,1975-05-25
7927,2643,126,2018-11-08
7928,2643,11322,2004-12-31
7929,2643,7583,1997-02-04
7930,2644,1224,1981-10-14
7931,2644,9318,1975-03-28
7932,2644,3870,1987-06-04
7933,2645,4580,1970-09-28
7934,2645,4894,2008-06-22
7935,2645,8614,2004-05-15
7936,2646,4725,1982-08-21
7937,2646,10869,2016-11-13
7938,2646,6479,1999-07-21
7939,2647,11601,1985-05-11
7940,2647,6520,2018-12-18
7941,2647,7707,1985-06-15
7942,2648,10960,1999-08-07
7943,2648,4772,1998-01-31
7944,2648,7009,1988-10-18
7945,2649,10601,1999-06-10
7946,2649,3618,1985-09-16
7947,2649,8843,1974-03-28
7948,2650,5727,1991-01-31
7949,2650,6163,2017-12-21
7950,2650,10210,2000-01-15
7951,2651,4034,1999-09-26
7952,2651,7225,1996-06-12
7953,2651,8478,2004-06-29
7954,2652,11700,1976-01-13
7955,2652,10879,1974-10-08
7956,2652,2976,2018-09-21
7957,2653,8325,2007-10-16
7958,2653,8695,2018-06-17
7959,2653,1129,1990-04-28
7960,2654,6444,1974-05-26
7961,2654,8970,2001-11-05
7962,2654,1589,2003-12-11
7963,2655,10735,2010-02-16
7964,2655,11506,1984-10-15
7965,2655,2569,2012-04-05
7966,2656,1235,1978-12-18
7967,2656,4490,1993-09-07
7968,2656,9355,2012-10-16
7969,2657,5649,2015-08-13
7970,2657,3031,2011-08-16
7971,2657,9552,1987-09-26
7972,2658,11594,1990-07-27
7973,2658,6069,1978-11-21
7974,2658,8159,2021-03-11
7975,2659,11098,1974-05-04
7976,2659,6059,1985-03-31
7977,2659,5298,2015-04-07
7978,2660,8847,1993-09-16
7979,2660,5762,1998-08-20
7980,2660,8706,1991-07-10
7981,2661,9373,2000-05-16
7982,2661,7293,1979-10-18
7983,2661,11556,2004-02-14
7984,2662,3682,2013-03-29
7985,2662,5353,2018-04-14
7986,2662,4157,2020-05-22
7987,2663,2659,1972-12-15
7988,2663,8301,1981-07-01
7989,2663,5997,1976-02-08
7990,2664,6568,2006-11-03
7991,2664,7473,2021-01-30
7992,2664,951,2001-10-16
7993,2665,1504,1976-11-05
7994,2665,11732,1992-06-06
7995,2665,1039,1980-02-12
7996,2666,221,1999-06-07
7997,2666,3675,2007-05-01
7998,2666,10591,1988-11-25
7999,2667,6706,2003-06-24
8000,2667,10832,2005-07-21
8001,2667,5949,2007-07-08
8002,2668,7880,1980-05-26
8003,2668,4207,2007-10-27
8004,2668,7285,1983-07-03
8005,2669,5327,1994-04-25
8006,2669,7899,1991-12-25
8007,2669,9744,2019-08-06
8008,2670,6457,1980-07-24
8009,2670,5216,2000-12-17
8010,2670,5150,1997-10-18
8011,2671,10993,2020-01-03
8012,2671,4538,2001-07-21
8013,2671,8249,2004-05-28
8014,2672,9525,1981-05-06
8015,2672,797,1977-01-16
8016,2672,9972,2008-09-23
8017,2673,11799,1973-07-18
8018,2673,10515,2017-08-29
8019,2673,10853,1994-06-13
8020,2674,189,1988-06-13
8021,2674,11277,2003-12-04
8022,2674,1785,1972-06-21
8023,2675,2283,2017-10-30
8024,2675,772,2016-09-12
8025,2675,8461,2014-12-22
8026,2676,5459,2005-07-01
8027,2676,1848,1974-08-16
8028,2676,92,1972-01-23
8029,2677,7826,2018-07-15
8030,2677,4658,2006-10-29
8031,2677,11579,1982-07-20
8032,2678,4587,1980-06-19
8033,2678,1721,2019-11-25
8034,2678,10872,1975-06-10
8035,2679,3837,1977-05-14
8036,2679,8486,1986-11-28
8037,2679,4590,1999-12-09
8038,2680,10458,2006-04-15
8039,2680,9500,2000-07-23
8040,2680,3982,1976-11-11
8041,2681,8954,2014-07-20
8042,2681,5402,2006-04-10
8043,2681,5081,1998-04-02
8044,2682,2394,2011-09-23
8045,2682,9207,1980-10-08
8046,2682,298,2014-05-01
8047,2683,6648,2021-02-13
8048,2683,11745,1971-07-28
8049,2683,9387,2013-10-02
8050,2684,9812,1989-06-14
8051,2684,5577,1984-04-15
8052,2684,1235,1986-04-11
8053,2685,6270,2018-06-14
8054,2685,8909,2018-10-07
8055,2685,533,1981-05-18
8056,2686,4206,1990-06-02
8057,2686,11521,2002-01-19
8058,2686,6701,1978-01-03
8059,2687,1830,1989-08-03
8060,2687,677,1989-06-04
8061,2687,1787,1991-09-01
8062,2688,11285,2016-04-01
8063,2688,3887,1986-06-12
8064,2688,7433,1993-07-17
8065,2689,1663,2003-08-31
8066,2689,11280,1976-06-12
8067,2689,3051,1991-05-28
8068,2690,397,2019-12-15
8069,2690,10031,2003-12-26
8070,2690,4181,1979-02-16
8071,2691,2665,2008-12-03
8072,2691,6806,2004-08-11
8073,2691,7183,2001-09-15
8074,2692,3126,1995-06-13
8075,2692,10658,1998-07-22
8076,2692,2370,2007-08-23
8077,2693,6070,2014-01-29
8078,2693,4957,1998-09-07
8079,2693,1469,1975-05-12
8080,2694,11254,2004-07-20
8081,2694,7173,1980-04-13
8082,2694,3689,2008-06-03
8083,2695,8253,1982-03-07
8084,2695,5393,1984-04-12
8085,2695,6338,1992-09-11
8086,2696,7039,2011-06-02
8087,2696,3573,1977-06-12
8088,2696,6045,1998-12-02
8089,2697,11095,2018-02-09
8090,2697,10798,2006-12-15
8091,2697,11791,2005-09-11
8092,2698,7510,1978-01-15
8093,2698,4935,2006-11-03
8094,2698,1392,1979-11-28
8095,2699,9601,2018-01-15
8096,2699,5405,2010-12-20
8097,2699,797,1981-05-05
8098,2700,6352,1976-02-05
8099,2700,9127,2020-08-20
8100,2700,7531,2008-11-20
8101,2701,8825,2001-03-05
8102,2701,809,1989-02-01
8103,2701,11439,1987-06-26
8104,2702,11902,1977-12-17
8105,2702,8569,1974-10-04
8106,2702,11690,2003-04-20
8107,2703,8148,1996-01-29
8108,2703,3555,1994-01-30
8109,2703,2653,1982-12-28
8110,2704,570,2006-04-01
8111,2704,9659,1975-05-29
8112,2704,11754,2005-08-25
8113,2705,10408,2003-05-12
8114,2705,9758,1994-09-23
8115,2705,8983,2001-07-01
8116,2706,5023,1979-10-30
8117,2706,11909,1977-01-29
8118,2706,4340,1994-04-24
8119,2707,7179,1989-03-11
8120,2707,1220,2011-12-10
8121,2707,5574,1986-05-25
8122,2708,11428,1999-10-03
8123,2708,7894,1979-04-12
8124,2708,7905,2011-09-05
8125,2709,8082,1998-01-28
8126,2709,5847,2002-10-12
8127,2709,2931,2011-08-18
8128,2710,11067,1992-09-09
8129,2710,9128,2010-09-16
8130,2710,3575,1972-01-30
8131,2711,2597,1998-01-09
8132,2711,4542,1984-06-28
8133,2711,1763,2006-10-29
8134,2712,9899,1992-03-28
8135,2712,271,1973-09-14
8136,2712,8703,2004-11-14
8137,2713,11531,2000-07-31
8138,2713,6360,2011-01-09
8139,2713,9575,2002-01-08
8140,2714,5553,2012-05-05
8141,2714,10950,1972-01-31
8142,2714,4135,1984-07-11
8143,2715,3114,2004-11-01
8144,2715,7295,1977-09-09
8145,2715,4147,2006-11-16
8146,2716,11169,2011-03-02
8147,2716,6985,1981-12-10
8148,2716,4657,1992-08-03
8149,2717,8178,2014-05-07
8150,2717,1027,1974-09-03
8151,2717,9168,2003-08-11
8152,2718,4405,2000-07-28
8153,2718,6402,1988-10-13
8154,2718,8665,2003-04-22
8155,2719,259,2010-07-01
8156,2719,7074,1982-03-15
8157,2719,6558,2014-08-06
8158,2720,4233,2019-07-01
8159,2720,5556,1988-08-01
8160,2720,2151,1973-05-05
8161,2721,11826,1972-09-07
8162,2721,7988,2003-04-26
8163,2721,9905,1977-02-12
8164,2722,10215,1984-01-12
8165,2722,4926,1977-05-31
8166,2722,10473,2014-10-15
8167,2723,2263,1991-12-25
8168,2723,7661,1971-04-27
8169,2723,5604,1996-07-25
8170,2724,2289,1996-12-09
8171,2724,681,2009-09-02
8172,2724,5781,1991-06-06
8173,2725,6803,1982-10-02
8174,2725,11813,1999-03-27
8175,2725,7261,2006-07-11
8176,2726,10066,2010-09-12
8177,2726,6073,2019-04-05
8178,2726,6351,1991-04-21
8179,2727,1025,2016-06-18
8180,2727,4398,1984-03-23
8181,2727,10936,1988-08-14
8182,2728,8583,2016-02-18
8183,2728,6547,1975-05-03
8184,2728,4176,2002-03-14
8185,2729,4538,2001-03-28
8186,2729,2005,1994-11-13
8187,2729,8519,1976-01-16
8188,2730,5586,1971-04-23
8189,2730,8789,2003-07-05
8190,2730,3337,1984-01-24
8191,2731,1156,2012-06-27
8192,2731,1644,1972-08-30
8193,2731,2694,1973-09-04
8194,2732,6766,1979-05-02
8195,2732,1749,2009-07-23
8196,2732,8721,2005-06-01
8197,2733,5780,1986-03-21
8198,2733,8652,2012-06-12
8199,2733,9624,1983-10-08
8200,2734,7904,2009-08-05
8201,2734,9122,2011-01-16
8202,2734,1190,1983-07-27
8203,2735,9463,1986-05-27
8204,2735,6666,2020-07-17
8205,2735,8761,2002-01-30
8206,2736,2367,1999-12-24
8207,2736,9726,1983-11-23
8208,2736,11517,2016-11-01
8209,2737,4231,2018-04-28
8210,2737,10048,1998-12-08
8211,2737,3120,2009-07-24
8212,2738,10405,1997-02-23
8213,2738,6356,1976-09-04
8214,2738,11761,1999-10-03
8215,2739,3694,2013-04-19
8216,2739,704,1983-02-20
8217,2739,4634,1988-08-29
8218,2740,6271,2016-01-18
8219,2740,5896,1989-02-26
8220,2740,2366,2000-05-16
8221,2741,10534,1999-01-19
8222,2741,7081,1980-01-19
8223,2741,3067,1992-12-04
8224,2742,1691,1995-02-25
8225,2742,8228,1990-04-16
8226,2742,4202,1971-08-29
8227,2743,5588,1983-09-04
8228,2743,3401,2002-03-17
8229,2743,897,2016-07-05
8230,2744,6586,1994-01-07
8231,2744,6747,1984-11-23
8232,2744,11059,1988-02-22
8233,2745,6617,1989-05-17
8234,2745,2671,1992-10-31
8235,2745,2748,1984-03-25
8236,2746,8525,2003-05-16
8237,2746,2332,2020-07-14
8238,2746,2927,2001-02-13
8239,2747,11484,2005-09-25
8240,2747,7279,2008-01-14
8241,2747,11073,1994-02-09
8242,2748,6560,1991-12-25
8243,2748,4041,2017-01-30
8244,2748,5112,1985-02-08
8245,2749,5124,2010-07-19
8246,2749,7896,2018-06-12
8247,2749,7848,1990-12-21
8248,2750,5477,1979-09-29
8249,2750,6748,2020-06-24
8250,2750,9090,2002-05-12
8251,2751,2716,1991-10-28
8252,2751,7126,1973-01-22
8253,2751,1370,2007-03-21
8254,2752,9248,2011-12-13
8255,2752,3257,1995-06-09
8256,2752,8352,1987-09-07
8257,2753,2781,1992-03-09
8258,2753,2081,1983-10-03
8259,2753,1808,1975-01-02
8260,2754,7772,1980-05-31
8261,2754,8904,1989-12-10
8262,2754,10930,2001-11-11
8263,2755,5695,1987-05-03
8264,2755,9553,1970-06-03
8265,2755,2805,1991-12-31
8266,2756,7773,2015-08-13
8267,2756,4154,1973-05-31
8268,2756,3208,1995-02-02
8269,2757,1819,2018-04-15
8270,2757,9357,2021-03-26
8271,2757,3009,1982-12-17
8272,2758,10043,2007-01-20
8273,2758,6271,1978-03-05
8274,2758,4775,1993-04-01
8275,2759,8118,1984-12-22
8276,2759,5581,1992-10-06
8277,2759,9829,2015-05-04
8278,2760,8460,1971-03-15
8279,2760,3,1987-06-15
8280,2760,11147,2012-11-25
8281,2761,2632,2003-05-16
8282,2761,4373,2006-10-26
8283,2761,11716,1974-08-19
8284,2762,5458,1972-02-10
8285,2762,6925,2004-11-12
8286,2762,8241,1998-03-19
8287,2763,3436,1976-10-22
8288,2763,1082,1971-12-30
8289,2763,5183,2014-01-03
8290,2764,6999,2007-03-25
8291,2764,9983,2003-12-22
8292,2764,721,1976-11-07
8293,2765,3819,2013-01-25
8294,2765,1732,2017-10-13
8295,2765,1337,1979-11-06
8296,2766,4425,1972-08-12
8297,2766,5317,1977-04-20
8298,2766,4463,2013-01-14
8299,2767,2795,1999-03-19
8300,2767,8357,1982-02-23
8301,2767,2888,2012-03-24
8302,2768,3057,1997-11-04
8303,2768,8784,1970-01-01
8304,2768,2107,1997-04-19
8305,2769,3731,1993-07-13
8306,2769,3720,1997-02-17
8307,2769,3488,2014-04-25
8308,2770,3292,1979-11-11
8309,2770,4938,2014-01-23
8310,2770,2625,1976-09-28
8311,2771,5696,2005-04-06
8312,2771,11057,1997-03-09
8313,2771,7000,2016-05-08
8314,2772,1863,2017-05-18
8315,2772,11140,1994-02-26
8316,2772,9894,1987-11-20
8317,2773,3460,1979-03-07
8318,2773,775,2017-07-14
8319,2773,8931,2002-10-22
8320,2774,10282,1994-08-23
8321,2774,3453,1987-09-10
8322,2774,2960,2007-07-15
8323,2775,3150,1983-02-18
8324,2775,7480,1978-04-04
8325,2775,7352,2019-11-07
8326,2776,3222,1992-01-08
8327,2776,5853,1979-06-04
8328,2776,10961,1985-11-03
8329,2777,7451,2014-07-08
8330,2777,5153,2011-01-06
8331,2777,2940,2009-07-24
8332,2778,331,1983-09-09
8333,2778,5815,2019-08-23
8334,2778,1729,1977-10-04
8335,2779,580,1976-12-06
8336,2779,2968,1990-04-29
8337,2779,5976,1977-07-29
8338,2780,7941,1974-04-02
8339,2780,1459,1986-01-08
8340,2780,3149,1996-01-22
8341,2781,4585,1978-04-29
8342,2781,9738,1981-06-16
8343,2781,4714,1983-02-11
8344,2782,636,1979-05-14
8345,2782,10413,1972-11-06
8346,2782,361,1996-03-17
8347,2783,6351,1984-11-16
8348,2783,11041,1980-09-08
8349,2783,11691,2016-03-11
8350,2784,10734,2005-08-10
8351,2784,9210,1997-06-11
8352,2784,8594,2012-02-15
8353,2785,5358,1972-12-22
8354,2785,10330,2021-01-19
8355,2785,6368,1997-11-13
8356,2786,3860,1977-06-17
8357,2786,609,1990-06-13
8358,2786,4622,2006-01-03
8359,2787,3780,1985-03-02
8360,2787,1012,2010-02-04
8361,2787,9057,1998-10-08
8362,2788,1141,2019-03-11
8363,2788,8694,1986-09-07
8364,2788,6609,1989-05-15
8365,2789,1346,1999-01-19
8366,2789,11495,1971-12-26
8367,2789,10268,1983-09-23
8368,2790,1672,1984-03-03
8369,2790,1433,1973-08-25
8370,2790,11303,2011-08-06
8371,2791,7333,2004-08-25
8372,2791,10340,2010-02-22
8373,2791,3363,1988-05-20
8374,2792,2964,2015-03-09
8375,2792,2919,1985-03-05
8376,2792,4384,2009-07-18
8377,2793,10669,2006-05-10
8378,2793,11109,2006-08-25
8379,2793,4591,1990-03-24
8380,2794,2110,1997-01-30
8381,2794,2619,1999-10-15
8382,2794,76,2015-05-12
8383,2795,3279,1986-09-01
8384,2795,10453,2003-11-21
8385,2795,9789,1994-07-12
8386,2796,10353,1976-05-26
8387,2796,8577,1978-07-13
8388,2796,8808,1979-10-12
8389,2797,11622,1975-10-31
8390,2797,4078,2011-01-03
8391,2797,1147,1983-01-31
8392,2798,747,2012-10-03
8393,2798,3427,1999-07-11
8394,2798,4864,2001-01-26
8395,2799,2526,2007-12-10
8396,2799,655,1972-01-29
8397,2799,3207,1986-09-28
8398,2800,2500,1985-10-23
8399,2800,8805,1989-10-22
8400,2800,3993,1993-05-17
8401,2801,9940,1974-07-16
8402,2801,8938,1980-03-20
8403,2801,7932,2017-04-29
8404,2802,437,1988-06-11
8405,2802,5830,1972-02-06
8406,2802,3407,1971-10-12
8407,2803,8146,1995-04-03
8408,2803,5148,1976-04-27
8409,2803,1492,2015-08-20
8410,2804,10027,2018-04-21
8411,2804,3936,2004-01-09
8412,2804,104,1996-11-10
8413,2805,11500,1996-07-08
8414,2805,2744,2010-09-15
8415,2805,9758,1988-03-16
8416,2806,7058,2004-04-01
8417,2806,2078,2010-03-17
8418,2806,3970,2017-12-31
8419,2807,7199,1986-02-20
8420,2807,5250,1997-12-01
8421,2807,2413,2019-04-20
8422,2808,605,1986-12-02
8423,2808,2574,2020-07-04
8424,2808,10864,2017-07-07
8425,2809,1944,1998-05-06
8426,2809,121,1978-09-02
8427,2809,151,2001-07-18
8428,2810,2212,2010-11-18
8429,2810,480,1987-08-08
8430,2810,2942,1979-02-16
8431,2811,47,2018-11-18
8432,2811,2765,1993-12-21
8433,2811,5144,1981-09-25
8434,2812,10462,1999-02-09
8435,2812,1340,2010-08-15
8436,2812,1622,1979-03-16
8437,2813,8366,1997-01-21
8438,2813,8383,1995-09-15
8439,2813,8324,1984-01-29
8440,2814,2835,2016-02-01
8441,2814,5071,1975-02-03
8442,2814,6612,2005-01-15
8443,2815,11522,2010-01-06
8444,2815,10729,1985-07-15
8445,2815,9466,1994-09-08
8446,2816,40,2004-10-22
8447,2816,5947,1990-04-12
8448,2816,10728,2002-01-06
8449,2817,2259,1988-12-30
8450,2817,2493,2000-02-24
8451,2817,11612,1986-04-07
8452,2818,4362,1979-09-17
8453,2818,7278,1974-12-21
8454,2818,11742,2015-02-04
8455,2819,6022,2009-09-16
8456,2819,101,1987-09-24
8457,2819,8074,1977-03-13
8458,2820,10176,1982-08-14
8459,2820,1235,2011-04-29
8460,2820,8434,1993-05-11
8461,2821,3761,2020-07-22
8462,2821,8215,2011-02-05
8463,2821,1218,1987-01-30
8464,2822,4221,1971-07-06
8465,2822,8379,1993-10-09
8466,2822,5541,2006-12-05
8467,2823,3177,2019-10-27
8468,2823,935,1975-12-24
8469,2823,8969,1989-08-08
8470,2824,229,2009-03-28
8471,2824,3401,1998-08-16
8472,2824,3133,2002-10-11
8473,2825,593,2007-05-31
8474,2825,11466,2012-10-28
8475,2825,10826,2010-02-20
8476,2826,3778,2002-07-09
8477,2826,1307,1987-03-10
8478,2826,5634,2019-05-16
8479,2827,4397,2015-03-23
8480,2827,6859,1996-04-10
8481,2827,3722,2011-10-09
8482,2828,6105,2000-10-08
8483,2828,4596,1984-04-22
8484,2828,4389,2019-06-22
8485,2829,10802,1977-12-21
8486,2829,1394,1985-09-16
8487,2829,6029,1983-07-14
8488,2830,8422,1975-09-10
8489,2830,7563,1984-05-26
8490,2830,10293,1980-11-28
8491,2831,7774,2017-06-21
8492,2831,1358,2011-12-14
8493,2831,9234,2006-04-19
8494,2832,11808,2006-03-04
8495,2832,5042,1984-05-18
8496,2832,8429,2006-03-27
8497,2833,11606,1983-09-03
8498,2833,4605,2002-09-14
8499,2833,5679,1993-05-01
8500,2834,5323,2014-11-11
8501,2834,10592,1989-08-05
8502,2834,3092,2005-08-18
8503,2835,2739,2003-10-15
8504,2835,2021,2013-11-28
8505,2835,1353,2014-07-04
8506,2836,627,2016-12-14
8507,2836,3268,1993-12-17
8508,2836,11472,1991-12-29
8509,2837,484,1998-07-16
8510,2837,5634,1982-07-19
8511,2837,4142,1989-06-17
8512,2838,9070,1988-10-27
8513,2838,8341,1979-10-31
8514,2838,1331,1979-05-05
8515,2839,4090,2005-03-21
8516,2839,5323,1992-08-07
8517,2839,6840,1991-10-14
8518,2840,1738,1973-10-19
8519,2840,6739,2010-09-08
8520,2840,7115,1976-09-06
8521,2841,9629,2015-05-11
8522,2841,11774,1980-07-22
8523,2841,10295,1980-05-20
8524,2842,1070,1980-07-29
8525,2842,11393,2001-07-17
8526,2842,946,2005-07-24
8527,2843,7840,1982-01-04
8528,2843,1168,1980-10-01
8529,2843,7588,1979-09-26
8530,2844,1413,2015-01-25
8531,2844,6186,1991-02-03
8532,2844,7993,1984-10-25
8533,2845,3580,1979-04-14
8534,2845,9625,2004-09-29
8535,2845,567,2015-01-31
8536,2846,398,2001-04-05
8537,2846,4041,2015-09-18
8538,2846,11168,2002-02-06
8539,2847,466,1990-02-08
8540,2847,10578,1977-12-21
8541,2847,1906,2015-04-18
8542,2848,5743,2005-12-16
8543,2848,668,2015-07-02
8544,2848,371,1975-09-29
8545,2849,3989,2008-09-09
8546,2849,5044,2007-07-21
8547,2849,1405,1970-07-25
8548,2850,3278,2018-08-02
8549,2850,4371,2005-06-29
8550,2850,2018,2020-05-03
8551,2851,2190,1998-04-17
8552,2851,7590,1978-02-25
8553,2851,10222,1981-07-18
8554,2852,7225,1975-11-02
8555,2852,7157,1993-07-17
8556,2852,10405,2003-05-10
8557,2853,9840,1983-09-29
8558,2853,2345,1998-12-31
8559,2853,5109,2002-08-23
8560,2854,6035,1991-12-21
8561,2854,10764,1979-01-11
8562,2854,8105,2013-02-23
8563,2855,4106,1990-03-18
8564,2855,3318,2011-05-24
8565,2855,10783,2018-12-27
8566,2856,6736,1993-02-11
8567,2856,10196,2019-05-12
8568,2856,6861,1974-02-10
8569,2857,3353,1986-01-09
8570,2857,8087,2000-06-09
8571,2857,7879,2018-03-03
8572,2858,639,2016-05-09
8573,2858,883,1981-11-05
8574,2858,3860,1970-04-06
8575,2859,8026,1980-03-16
8576,2859,896,1987-05-19
8577,2859,4671,2010-05-22
8578,2860,5826,1980-12-22
8579,2860,5421,2000-11-21
8580,2860,8540,2016-10-17
8581,2861,3903,2004-11-01
8582,2861,5954,2017-07-24
8583,2861,1646,1981-07-31
8584,2862,10287,1989-02-16
8585,2862,11216,1978-06-20
8586,2862,1638,1973-04-10
8587,2863,7484,1983-02-03
8588,2863,4299,2016-01-19
8589,2863,7299,1996-12-17
8590,2864,8376,1974-04-07
8591,2864,395,1982-02-05
8592,2864,10207,2013-05-24
8593,2865,4202,1976-11-28
8594,2865,908,2017-05-18
8595,2865,638,1994-07-02
8596,2866,1724,1984-03-29
8597,2866,10776,1999-02-18
8598,2866,3779,2015-10-01
8599,2867,1181,2016-03-18
8600,2867,2502,1973-08-19
8601,2867,3791,1988-11-22
8602,2868,1556,2008-06-03
8603,2868,11710,1987-04-16
8604,2868,9824,2016-07-15
8605,2869,588,2017-03-31
8606,2869,6254,1981-01-08
8607,2869,2732,2009-10-01
8608,2870,9344,2001-11-12
8609,2870,9358,1984-04-28
8610,2870,6421,1994-12-19
8611,2871,3094,2016-11-28
8612,2871,3031,1985-05-23
8613,2871,10125,1986-10-16
8614,2872,1011,2005-09-28
8615,2872,647,2013-08-02
8616,2872,9138,1987-07-20
8617,2873,10380,1999-11-15
8618,2873,1718,1971-11-28
8619,2873,6209,2012-06-16
8620,2874,7659,1981-08-20
8621,2874,7916,2016-07-06
8622,2874,3607,1987-11-15
8623,2875,9185,1979-09-28
8624,2875,7347,2018-08-28
8625,2875,7036,1994-11-17
8626,2876,6745,2002-11-10
8627,2876,6844,1987-11-19
8628,2876,2350,1974-08-27
8629,2877,5947,2019-01-13
8630,2877,6072,2016-01-15
8631,2877,6291,1976-07-10
8632,2878,584,2000-05-19
8633,2878,2517,1970-12-10
8634,2878,834,1984-10-12
8635,2879,2820,1981-07-06
8636,2879,2265,2017-06-26
8637,2879,9182,1997-03-01
8638,2880,6412,2010-11-03
8639,2880,774,1992-01-10
8640,2880,2356,2002-08-21
8641,2881,2160,2018-07-28
8642,2881,5567,1990-06-30
8643,2881,2710,1972-11-30
8644,2882,3976,1984-04-24
8645,2882,2272,1989-02-07
8646,2882,2728,2017-05-26
8647,2883,6517,2004-09-28
8648,2883,9189,2010-11-15
8649,2883,7036,1995-12-29
8650,2884,11286,1991-07-24
8651,2884,3711,1996-06-04
8652,2884,7068,1983-12-10
8653,2885,7664,2000-02-28
8654,2885,6170,1992-05-19
8655,2885,2929,1994-10-28
8656,2886,10617,2008-05-05
8657,2886,8396,1989-11-07
8658,2886,6983,1983-02-24
8659,2887,9269,1994-10-18
8660,2887,9349,1974-08-11
8661,2887,2386,1988-03-16
8662,2888,4902,1985-12-28
8663,2888,398,1981-05-18
8664,2888,3760,1993-01-26
8665,2889,5759,2000-04-30
8666,2889,8764,2001-09-27
8667,2889,7071,1991-12-20
8668,2890,3188,1981-02-05
8669,2890,3240,1996-11-05
8670,2890,1092,2009-04-03
8671,2891,6801,2010-06-27
8672,2891,1954,1999-05-15
8673,2891,2529,1987-12-10
8674,2892,9181,2017-03-24
8675,2892,2660,1992-11-01
8676,2892,6412,1992-02-16
8677,2893,11282,1993-03-26
8678,2893,681,2015-01-08
8679,2893,9685,1975-04-16
8680,2894,1061,2001-09-05
8681,2894,7049,2005-05-05
8682,2894,2954,2018-08-14
8683,2895,2362,1974-01-31
8684,2895,576,1990-11-23
8685,2895,5849,2008-10-30
8686,2896,11204,1972-03-11
8687,2896,9861,1989-01-11
8688,2896,2600,1992-07-09
8689,2897,6177,1980-08-23
8690,2897,8848,1990-10-29
8691,2897,11544,1999-04-15
8692,2898,3450,1992-03-03
8693,2898,346,1978-11-21
8694,2898,9060,1990-12-01
8695,2899,8204,1973-11-04
8696,2899,2917,2007-06-16
8697,2899,1789,1984-03-22
8698,2900,10918,1970-06-03
8699,2900,2529,1971-04-06
8700,2900,8260,1986-09-19
8701,2901,5635,1991-03-20
8702,2901,6324,1985-05-02
8703,2901,1050,2012-02-03
8704,2902,3264,2016-11-15
8705,2902,11479,1981-03-09
8706,2902,6221,1973-10-12
8707,2903,1793,2004-12-20
8708,2903,11963,2004-05-14
8709,2903,5054,1976-12-25
8710,2904,7395,1975-08-28
8711,2904,5393,2020-04-18
8712,2904,5040,2002-01-29
8713,2905,2662,1984-09-03
8714,2905,10292,2008-04-15
8715,2905,6056,2017-01-13
8716,2906,7459,2001-06-22
8717,2906,1109,2007-07-08
8718,2906,10798,2013-02-17
8719,2907,9199,1978-07-11
8720,2907,871,2013-03-19
8721,2907,4225,1977-07-04
8722,2908,239,1998-09-28
8723,2908,5457,1998-12-19
8724,2908,9300,1994-10-25
8725,2909,1320,1985-01-20
8726,2909,9764,1975-04-16
8727,2909,5670,2013-02-06
8728,2910,3891,1991-01-31
8729,2910,10543,1971-07-07
8730,2910,5753,2000-03-01
8731,2911,696,1990-07-06
8732,2911,2116,2016-03-05
8733,2911,6202,1975-03-15
8734,2912,9394,1978-03-11
8735,2912,10927,2001-10-07
8736,2912,2170,1978-11-26
8737,2913,4423,1982-06-12
8738,2913,3762,1976-11-28
8739,2913,3924,1998-09-11
8740,2914,5940,2001-08-13
8741,2914,2183,1993-03-19
8742,2914,4477,1977-04-23
8743,2915,11020,1976-05-13
8744,2915,5796,2000-12-24
8745,2915,1119,1987-03-02
8746,2916,10273,1998-08-23
8747,2916,10750,1992-07-12
8748,2916,5157,1980-12-07
8749,2917,11661,2015-03-30
8750,2917,7931,1998-12-08
8751,2917,6006,1970-06-24
8752,2918,548,2000-09-25
8753,2918,4357,1971-09-29
8754,2918,4168,2006-01-15
8755,2919,7997,1973-05-21
8756,2919,2027,1996-05-01
8757,2919,1197,2010-10-01
8758,2920,10706,1991-01-23
8759,2920,8119,1990-08-22
8760,2920,9747,1992-11-07
8761,2921,804,1980-08-18
8762,2921,10879,1997-01-23
8763,2921,1991,1982-05-22
8764,2922,5278,2013-08-08
8765,2922,9261,1990-11-13
8766,2922,5363,1990-12-07
8767,2923,873,2008-10-08
8768,2923,9578,1984-03-12
8769,2923,9458,1973-03-22
8770,2924,9119,2000-02-05
8771,2924,9486,1987-10-23
8772,2924,376,1994-04-28
8773,2925,2487,2002-08-27
8774,2925,3701,2020-09-28
8775,2925,7748,2014-02-15
8776,2926,10136,2013-08-15
8777,2926,4580,1996-07-08
8778,2926,7147,1996-01-02
8779,2927,7169,2004-09-25
8780,2927,4267,1994-04-22
8781,2927,10318,1978-02-11
8782,2928,10909,2008-11-17
8783,2928,9627,1998-04-29
8784,2928,136,2011-07-25
8785,2929,9443,2007-06-03
