id,a_id,b_id,created_at,upated_at
10760,243,5349,1976-10-15,1976-10-15
10761,3284,5349,2011-09-20,2011-09-20
10762,512,5350,2004-05-09,2004-05-09
10763,4033,5350,2005-09-20,2005-09-20
10764,4743,5350,1970-07-11,1970-07-11
10765,285,5351,2017-04-25,2017-04-25
10766,1973,5352,2007-01-20,2007-01-20
10767,2303,5352,2007-02-05,2007-02-05
10768,1895,5352,1974-05-19,1974-05-19
10769,1017,5353,1982-02-07,1982-02-07
10770,4398,5353,1981-07-06,1981-07-06
10771,855,5354,2015-08-04,2015-08-04
10772,3772,5354,2020-09-27,2020-09-27
10773,2316,5355,2010-11-30,2010-11-30
10774,738,5355,2009-04-13,2009-04-13
10775,336,5355,1978-05-22,1978-05-22
10776,3039,5356,2000-01-20,2000-01-20
10777,705,5356,1977-10-14,1977-10-14
10778,4229,5356,1996-11-30,1996-11-30
10779,663,5357,1979-10-31,1979-10-31
10780,1189,5358,1991-12-02,1991-12-02
10781,180,5358,2012-11-05,2012-11-05
10782,1612,5359,2011-04-26,2011-04-26
10783,2672,5359,2017-07-02,2017-07-02
10784,4037,5359,2013-06-27,2013-06-27
10785,1616,5360,2010-06-29,2010-06-29
10786,2019,5361,1986-05-30,1986-05-30
10787,4763,5361,2010-12-30,2010-12-30
10788,3346,5362,1998-08-28,1998-08-28
10789,2092,5362,2001-04-16,2001-04-16
10790,3280,5362,1971-07-19,1971-07-19
10791,72,5363,1990-07-25,1990-07-25
10792,4585,5363,1974-05-14,1974-05-14
10793,3054,5364,2011-08-27,2011-08-27
10794,1118,5365,2018-10-02,2018-10-02
10795,3225,5365,2001-08-10,2001-08-10
10796,2674,5365,1997-05-11,1997-05-11
10797,698,5366,1987-01-22,1987-01-22
10798,2844,5366,1989-04-02,1989-04-02
10799,2147,5366,1993-02-02,1993-02-02
10800,3991,5367,2001-12-25,2001-12-25
10801,4867,5368,1996-04-06,1996-04-06
10802,69,5368,1984-06-13,1984-06-13
10803,3496,5369,1976-06-13,1976-06-13
10804,2921,5369,2015-10-23,2015-10-23
10805,169,5369,1973-08-24,1973-08-24
10806,1046,5370,1970-05-06,1970-05-06
10807,4585,5370,1972-01-14,1972-01-14
10808,1965,5370,1971-10-04,1971-10-04
10809,4384,5371,1993-08-10,1993-08-10
10810,4802,5371,2014-12-09,2014-12-09
10811,1791,5372,2000-01-07,2000-01-07
10812,2356,5373,1981-07-21,1981-07-21
10813,1606,5373,2003-04-08,2003-04-08
10814,4417,5373,2009-07-15,2009-07-15
10815,2936,5374,1990-09-21,1990-09-21
10816,181,5374,1972-04-27,1972-04-27
10817,2554,5375,1983-09-14,1983-09-14
10818,3758,5375,1997-07-12,1997-07-12
10819,3148,5375,1975-11-29,1975-11-29
10820,2125,5376,1981-01-02,1981-01-02
10821,2675,5376,1993-06-21,1993-06-21
10822,1849,5376,2014-12-04,2014-12-04
10823,392,5377,1993-05-22,1993-05-22
10824,4524,5377,1976-11-17,1976-11-17
10825,2386,5378,1975-09-20,1975-09-20
10826,3310,5378,2017-02-04,2017-02-04
10827,1256,5379,1997-09-30,1997-09-30
10828,481,5379,1987-06-20,1987-06-20
10829,2433,5380,1995-07-06,1995-07-06
10830,1312,5381,1972-02-11,1972-02-11
10831,237,5381,1991-01-10,1991-01-10
10832,885,5381,1999-08-19,1999-08-19
10833,4396,5382,2012-03-02,2012-03-02
10834,4988,5383,1994-07-27,1994-07-27
10835,3288,5384,1994-01-24,1994-01-24
10836,4448,5385,1973-06-30,1973-06-30
10837,3269,5386,1987-05-02,1987-05-02
10838,1473,5387,1993-12-16,1993-12-16
10839,358,5387,1981-02-20,1981-02-20
10840,878,5387,1990-06-16,1990-06-16
10841,4440,5388,1978-07-17,1978-07-17
10842,3008,5388,2016-02-08,2016-02-08
10843,2097,5389,1985-10-25,1985-10-25
10844,3655,5389,1993-04-15,1993-04-15
10845,4977,5389,1978-07-19,1978-07-19
10846,3884,5390,2017-10-05,2017-10-05
10847,2219,5391,1983-06-25,1983-06-25
10848,2439,5391,2014-02-11,2014-02-11
10849,2170,5391,1994-09-25,1994-09-25
10850,274,5392,2014-12-06,2014-12-06
10851,1564,5392,1993-03-19,1993-03-19
10852,2046,5392,1984-07-22,1984-07-22
10853,172,5393,1981-12-08,1981-12-08
10854,2305,5393,2009-02-03,2009-02-03
10855,3672,5393,2021-03-25,2021-03-25
10856,3569,5394,1972-12-16,1972-12-16
10857,4604,5394,1985-07-26,1985-07-26
10858,4037,5395,2009-01-16,2009-01-16
10859,361,5396,1989-06-11,1989-06-11
10860,1382,5396,1981-02-14,1981-02-14
10861,1183,5396,1974-12-12,1974-12-12
10862,4426,5397,2003-10-28,2003-10-28
10863,825,5397,2020-05-28,2020-05-28
10864,4644,5397,1972-08-19,1972-08-19
10865,3835,5398,1975-06-30,1975-06-30
10866,510,5399,1992-10-02,1992-10-02
10867,2853,5400,1996-08-27,1996-08-27
10868,1781,5401,1980-02-07,1980-02-07
10869,2033,5402,1975-03-07,1975-03-07
10870,4715,5402,1972-04-16,1972-04-16
10871,527,5403,1970-07-17,1970-07-17
10872,2433,5403,1981-02-06,1981-02-06
10873,4557,5403,1990-05-06,1990-05-06
10874,2293,5404,2006-12-17,2006-12-17
10875,3888,5405,1991-08-17,1991-08-17
10876,520,5406,2014-08-11,2014-08-11
10877,3475,5406,2003-11-06,2003-11-06
10878,1834,5407,2014-10-21,2014-10-21
10879,4107,5408,2003-01-28,2003-01-28
10880,2029,5408,1995-02-10,1995-02-10
10881,3156,5409,2019-07-04,2019-07-04
10882,4822,5410,1994-06-12,1994-06-12
10883,3936,5410,1971-10-19,1971-10-19
10884,367,5410,1989-10-29,1989-10-29
10885,4038,5411,2015-09-16,2015-09-16
10886,3266,5411,2005-10-02,2005-10-02
10887,3058,5412,1999-09-07,1999-09-07
10888,942,5412,2009-05-30,2009-05-30
10889,367,5413,1982-01-17,1982-01-17
10890,4353,5413,2001-09-23,2001-09-23
10891,2735,5414,2000-02-15,2000-02-15
10892,4512,5415,2002-09-22,2002-09-22
10893,4062,5416,2018-03-24,2018-03-24
10894,4078,5416,1997-09-21,1997-09-21
10895,3055,5416,1990-04-05,1990-04-05
10896,2606,5417,1980-03-27,1980-03-27
10897,4030,5417,1998-04-28,1998-04-28
10898,2459,5417,2017-03-27,2017-03-27
10899,2046,5418,2016-12-26,2016-12-26
10900,817,5418,1994-12-31,1994-12-31
10901,1119,5419,2020-01-17,2020-01-17
10902,332,5419,2012-03-22,2012-03-22
10903,4052,5420,2017-05-09,2017-05-09
10904,3848,5420,2011-10-23,2011-10-23
10905,4786,5421,1994-08-21,1994-08-21
10906,4010,5421,1990-04-01,1990-04-01
10907,4469,5422,1975-07-01,1975-07-01
10908,3715,5423,1983-12-12,1983-12-12
10909,41,5424,1995-07-13,1995-07-13
10910,2529,5424,1999-11-27,1999-11-27
10911,2992,5424,2020-07-17,2020-07-17
10912,2881,5425,1987-03-01,1987-03-01
10913,2276,5426,1986-03-16,1986-03-16
10914,2461,5427,2007-09-20,2007-09-20
10915,4869,5427,1986-07-05,1986-07-05
10916,3869,5428,2001-04-24,2001-04-24
10917,2975,5428,1990-01-13,1990-01-13
10918,4899,5429,1970-03-16,1970-03-16
10919,3826,5429,2002-09-21,2002-09-21
10920,1862,5430,2018-07-28,2018-07-28
10921,2978,5431,2001-03-16,2001-03-16
10922,3304,5431,2014-01-21,2014-01-21
10923,1139,5432,2004-12-03,2004-12-03
10924,1948,5432,1975-09-27,1975-09-27
10925,2079,5432,1975-06-11,1975-06-11
10926,4540,5433,1999-02-08,1999-02-08
10927,1568,5434,1988-04-01,1988-04-01
10928,929,5435,2013-07-06,2013-07-06
10929,2630,5435,2007-12-31,2007-12-31
10930,1899,5435,1986-12-12,1986-12-12
10931,4632,5436,1979-07-18,1979-07-18
10932,4796,5436,1974-03-04,1974-03-04
10933,616,5436,2019-07-02,2019-07-02
10934,2587,5437,2020-01-21,2020-01-21
10935,1815,5438,1998-06-11,1998-06-11
10936,3565,5439,2012-08-29,2012-08-29
10937,3843,5440,2013-12-10,2013-12-10
10938,928,5440,2014-07-15,2014-07-15
10939,551,5440,1974-07-18,1974-07-18
10940,2457,5441,1973-11-15,1973-11-15
10941,3593,5441,2003-05-10,2003-05-10
10942,747,5442,1992-05-18,1992-05-18
10943,539,5443,1971-03-03,1971-03-03
10944,1704,5443,1994-04-26,1994-04-26
10945,806,5444,2003-09-10,2003-09-10
10946,1745,5445,1990-03-24,1990-03-24
10947,115,5445,1978-05-26,1978-05-26
10948,631,5445,2012-04-07,2012-04-07
10949,4474,5446,1987-04-01,1987-04-01
10950,1210,5447,1980-10-25,1980-10-25
10951,4618,5447,1981-12-03,1981-12-03
10952,2537,5447,1999-01-10,1999-01-10
10953,3492,5448,2020-01-18,2020-01-18
10954,111,5448,1994-11-27,1994-11-27
10955,4324,5449,2007-07-20,2007-07-20
10956,1797,5450,1970-12-18,1970-12-18
10957,1595,5450,2018-11-07,2018-11-07
10958,3750,5450,1994-08-25,1994-08-25
10959,1491,5451,1987-11-18,1987-11-18
10960,941,5451,1983-09-30,1983-09-30
10961,1559,5452,2012-02-16,2012-02-16
10962,272,5452,1996-02-20,1996-02-20
10963,3224,5452,1990-08-22,1990-08-22
10964,1395,5453,1988-05-26,1988-05-26
10965,3348,5453,2017-07-05,2017-07-05
10966,2301,5453,2001-07-29,2001-07-29
10967,3741,5454,1996-11-24,1996-11-24
10968,2871,5454,1981-09-05,1981-09-05
10969,3878,5455,1993-01-08,1993-01-08
10970,1597,5456,2008-11-04,2008-11-04
10971,3641,5456,1972-10-13,1972-10-13
10972,284,5456,1970-06-01,1970-06-01
10973,1207,5457,1999-01-03,1999-01-03
10974,4120,5457,1974-07-07,1974-07-07
10975,3277,5457,1997-04-30,1997-04-30
10976,3618,5458,1997-05-10,1997-05-10
10977,3657,5458,1991-03-11,1991-03-11
10978,4835,5458,2015-02-15,2015-02-15
10979,1907,5459,2007-05-25,2007-05-25
10980,1609,5460,1971-09-19,1971-09-19
10981,2886,5460,2016-11-26,2016-11-26
10982,3739,5461,1973-07-13,1973-07-13
10983,3752,5462,1978-05-31,1978-05-31
10984,4793,5462,2008-03-06,2008-03-06
10985,4087,5463,2002-11-04,2002-11-04
10986,1110,5463,1987-05-01,1987-05-01
10987,3033,5464,1981-09-01,1981-09-01
10988,357,5464,2004-12-09,2004-12-09
10989,909,5465,1970-04-30,1970-04-30
10990,2626,5466,2007-04-09,2007-04-09
10991,2247,5466,1978-12-29,1978-12-29
10992,1616,5467,2003-04-16,2003-04-16
10993,1289,5467,2010-05-18,2010-05-18
10994,913,5468,1996-01-17,1996-01-17
10995,1595,5468,1994-01-30,1994-01-30
10996,708,5469,2015-12-18,2015-12-18
10997,3168,5469,1980-08-31,1980-08-31
10998,3276,5469,1983-10-19,1983-10-19
10999,352,5470,2010-08-06,2010-08-06
11000,2291,5470,2004-10-30,2004-10-30
11001,4860,5471,2019-07-24,2019-07-24
11002,3063,5471,1996-03-09,1996-03-09
11003,1531,5472,2005-08-28,2005-08-28
11004,2760,5472,2009-01-18,2009-01-18
11005,2097,5472,1981-10-19,1981-10-19
11006,4806,5473,1976-05-29,1976-05-29
11007,165,5474,1981-03-16,1981-03-16
11008,2372,5474,1973-11-18,1973-11-18
11009,2274,5475,2007-12-04,2007-12-04
11010,1725,5475,1996-01-25,1996-01-25
11011,4037,5476,2000-03-01,2000-03-01
11012,2499,5477,1976-03-20,1976-03-20
11013,4435,5478,2002-06-25,2002-06-25
11014,4848,5479,1977-12-16,1977-12-16
11015,2583,5479,2002-06-24,2002-06-24
11016,3191,5480,1998-08-02,1998-08-02
11017,4759,5480,1994-11-27,1994-11-27
11018,2556,5480,2006-11-10,2006-11-10
11019,1725,5481,2015-12-04,2015-12-04
11020,3378,5481,1995-03-09,1995-03-09
11021,2880,5481,2020-01-16,2020-01-16
11022,3558,5482,2008-07-12,2008-07-12
11023,4948,5483,1983-12-10,1983-12-10
11024,3222,5484,2018-09-18,2018-09-18
11025,508,5484,1991-01-29,1991-01-29
11026,3873,5485,2003-01-25,2003-01-25
11027,1866,5486,1974-08-19,1974-08-19
11028,467,5486,2004-04-30,2004-04-30
11029,2632,5486,2018-02-04,2018-02-04
11030,2709,5487,1984-12-15,1984-12-15
11031,2615,5487,2007-03-24,2007-03-24
11032,4680,5487,2019-05-11,2019-05-11
11033,618,5488,1971-11-20,1971-11-20
11034,778,5488,1987-11-07,1987-11-07
11035,4063,5489,1999-12-15,1999-12-15
11036,4028,5489,1986-05-04,1986-05-04
11037,4817,5489,1975-11-20,1975-11-20
11038,3529,5490,1980-09-19,1980-09-19
11039,1994,5490,1999-11-23,1999-11-23
11040,714,5491,1972-09-19,1972-09-19
11041,4393,5491,2020-01-08,2020-01-08
11042,4357,5491,1981-08-14,1981-08-14
11043,2561,5492,1984-12-14,1984-12-14
11044,4584,5492,1980-01-12,1980-01-12
11045,4061,5493,2001-04-02,2001-04-02
11046,2868,5493,2012-03-19,2012-03-19
11047,4132,5494,2003-09-10,2003-09-10
11048,4310,5495,2011-01-24,2011-01-24
11049,1032,5495,2020-09-06,2020-09-06
11050,289,5496,2007-08-29,2007-08-29
11051,2633,5497,2001-07-08,2001-07-08
11052,2113,5497,1975-08-20,1975-08-20
11053,1622,5498,1984-01-05,1984-01-05
11054,1418,5499,1980-12-30,1980-12-30
11055,253,5500,2001-12-18,2001-12-18
11056,428,5501,1975-08-28,1975-08-28
11057,4887,5502,2016-05-11,2016-05-11
11058,4297,5502,1976-10-09,1976-10-09
11059,3189,5503,1975-07-15,1975-07-15
11060,2956,5503,1979-04-04,1979-04-04
11061,4170,5504,1995-11-02,1995-11-02
11062,4255,5505,2006-11-13,2006-11-13
11063,3434,5506,2000-05-13,2000-05-13
11064,483,5506,2001-10-10,2001-10-10
11065,2570,5507,2003-04-23,2003-04-23
11066,2512,5508,1971-04-07,1971-04-07
11067,2043,5508,1977-12-01,1977-12-01
11068,4342,5508,1997-09-04,1997-09-04
11069,4227,5509,1971-08-23,1971-08-23
11070,2829,5509,2018-08-01,2018-08-01
11071,2781,5510,2002-11-03,2002-11-03
11072,4182,5510,1982-08-02,1982-08-02
11073,951,5511,1972-12-28,1972-12-28
11074,1583,5512,1974-08-21,1974-08-21
11075,2061,5512,2012-03-19,2012-03-19
11076,2926,5512,2016-08-09,2016-08-09
11077,3223,5513,1996-05-25,1996-05-25
11078,544,5513,1996-05-10,1996-05-10
11079,71,5513,1987-07-01,1987-07-01
11080,139,5514,1991-06-01,1991-06-01
11081,4412,5514,1985-09-03,1985-09-03
11082,757,5514,1995-07-25,1995-07-25
11083,2773,5515,1978-05-22,1978-05-22
11084,4586,5515,1996-01-12,1996-01-12
11085,937,5516,1972-12-25,1972-12-25
11086,166,5516,2011-10-24,2011-10-24
11087,2791,5517,1982-10-28,1982-10-28
11088,1119,5517,1979-04-15,1979-04-15
11089,717,5517,1995-08-25,1995-08-25
11090,3841,5518,1970-03-21,1970-03-21
11091,4886,5519,1997-01-24,1997-01-24
11092,922,5519,1975-08-20,1975-08-20
11093,4240,5520,1975-03-29,1975-03-29
11094,4708,5520,1986-07-21,1986-07-21
11095,897,5520,2006-03-09,2006-03-09
11096,1926,5521,1970-08-15,1970-08-15
11097,1710,5521,1980-07-15,1980-07-15
11098,4101,5522,1994-09-21,1994-09-21
11099,335,5522,2004-02-04,2004-02-04
11100,2499,5523,2014-10-10,2014-10-10
11101,3795,5524,2017-06-26,2017-06-26
11102,2885,5525,1973-10-15,1973-10-15
11103,1468,5526,1995-01-14,1995-01-14
11104,2268,5527,2000-02-04,2000-02-04
11105,1604,5528,2002-07-28,2002-07-28
11106,2853,5529,2010-07-13,2010-07-13
11107,3430,5529,2003-02-13,2003-02-13
11108,1551,5529,2015-09-25,2015-09-25
11109,3410,5530,1984-05-16,1984-05-16
11110,3727,5530,1993-01-06,1993-01-06
11111,2437,5530,2013-10-06,2013-10-06
11112,3980,5531,2015-06-03,2015-06-03
11113,2928,5531,1998-10-24,1998-10-24
11114,2881,5531,2006-11-06,2006-11-06
11115,4975,5532,1985-07-07,1985-07-07
11116,1265,5532,2001-08-06,2001-08-06
11117,1700,5533,1973-07-03,1973-07-03
11118,918,5533,1971-12-20,1971-12-20
11119,623,5533,2019-04-24,2019-04-24
11120,2978,5534,1978-05-15,1978-05-15
11121,3058,5535,1977-03-15,1977-03-15
11122,1562,5536,1994-08-03,1994-08-03
11123,3590,5537,2018-06-27,2018-06-27
11124,4048,5538,1970-10-04,1970-10-04
11125,1449,5539,2011-02-26,2011-02-26
11126,548,5539,1980-05-13,1980-05-13
11127,1605,5539,2019-08-27,2019-08-27
11128,4645,5540,2019-12-09,2019-12-09
11129,4938,5540,1994-12-11,1994-12-11
11130,3988,5540,1989-02-03,1989-02-03
11131,4281,5541,2008-07-20,2008-07-20
11132,3367,5542,2018-09-10,2018-09-10
11133,3095,5542,2011-06-02,2011-06-02
11134,4012,5543,2004-07-03,2004-07-03
11135,3337,5543,1994-04-10,1994-04-10
11136,4535,5544,1981-12-02,1981-12-02
11137,4469,5545,1987-01-14,1987-01-14
11138,762,5546,2017-04-10,2017-04-10
11139,3401,5547,2007-10-19,2007-10-19
11140,4587,5547,1983-08-11,1983-08-11
11141,2581,5548,1976-08-14,1976-08-14
11142,4094,5548,1999-12-01,1999-12-01
11143,3850,5548,1989-11-29,1989-11-29
11144,2625,5549,2014-08-26,2014-08-26
11145,2496,5550,1994-08-09,1994-08-09
11146,4785,5551,1992-05-22,1992-05-22
11147,1975,5551,1989-03-03,1989-03-03
11148,3712,5551,2014-05-29,2014-05-29
11149,588,5552,2007-09-21,2007-09-21
11150,4429,5552,1985-02-14,1985-02-14
11151,4899,5552,2009-02-15,2009-02-15
11152,2528,5553,2002-12-04,2002-12-04
11153,3610,5553,2016-09-12,2016-09-12
11154,4065,5554,1995-10-10,1995-10-10
11155,3969,5554,1992-07-05,1992-07-05
11156,1660,5555,1971-05-18,1971-05-18
11157,538,5555,1977-06-19,1977-06-19
11158,3285,5556,1981-04-03,1981-04-03
11159,4238,5556,2016-08-31,2016-08-31
11160,3514,5556,2010-09-22,2010-09-22
11161,3013,5557,2013-03-16,2013-03-16
11162,2589,5557,2010-03-19,2010-03-19
11163,757,5557,1990-10-31,1990-10-31
11164,205,5558,2001-06-02,2001-06-02
11165,1904,5559,1988-12-06,1988-12-06
11166,1938,5559,1992-09-03,1992-09-03
11167,520,5559,1970-07-31,1970-07-31
11168,2454,5560,1978-07-31,1978-07-31
11169,3079,5560,1972-04-10,1972-04-10
11170,4704,5560,1995-01-29,1995-01-29
11171,1543,5561,1982-12-14,1982-12-14
11172,1675,5561,1970-01-30,1970-01-30
11173,2240,5562,1992-01-18,1992-01-18
11174,3397,5562,2015-02-17,2015-02-17
11175,2019,5562,1984-07-17,1984-07-17
11176,3957,5563,1996-05-28,1996-05-28
11177,3322,5563,1996-09-05,1996-09-05
11178,4237,5564,2016-07-09,2016-07-09
11179,1262,5564,1975-07-02,1975-07-02
11180,3104,5565,2013-09-02,2013-09-02
11181,890,5566,1998-12-27,1998-12-27
11182,3470,5566,2000-12-11,2000-12-11
11183,1954,5567,1999-04-04,1999-04-04
11184,1477,5567,1973-08-19,1973-08-19
11185,1916,5568,2001-09-23,2001-09-23
11186,316,5569,1984-05-10,1984-05-10
11187,3951,5569,2000-10-21,2000-10-21
11188,394,5569,2020-11-13,2020-11-13
11189,4355,5570,1992-12-24,1992-12-24
11190,3206,5571,1996-11-29,1996-11-29
11191,3412,5572,1998-11-22,1998-11-22
11192,1104,5573,2001-09-16,2001-09-16
11193,3496,5573,1975-12-24,1975-12-24
11194,2411,5573,2004-10-12,2004-10-12
11195,2609,5574,2002-11-26,2002-11-26
11196,1696,5575,1991-08-29,1991-08-29
11197,2289,5576,1999-12-04,1999-12-04
11198,914,5577,2018-05-17,2018-05-17
11199,1080,5577,1995-12-26,1995-12-26
11200,2015,5578,2008-04-10,2008-04-10
11201,284,5578,1980-05-12,1980-05-12
11202,1471,5579,2016-11-20,2016-11-20
11203,3051,5579,2013-02-05,2013-02-05
11204,433,5580,2001-02-06,2001-02-06
11205,612,5581,2018-10-02,2018-10-02
11206,1133,5581,2012-10-17,2012-10-17
11207,3111,5581,1996-11-24,1996-11-24
11208,1340,5582,1976-01-15,1976-01-15
11209,2771,5583,1979-02-03,1979-02-03
11210,2880,5584,1973-11-01,1973-11-01
11211,2692,5584,1989-08-06,1989-08-06
11212,128,5585,1978-12-18,1978-12-18
11213,2910,5585,2019-12-31,2019-12-31
11214,3846,5586,2016-08-30,2016-08-30
11215,277,5586,1990-11-23,1990-11-23
11216,2730,5587,1975-08-11,1975-08-11
11217,206,5587,2016-11-24,2016-11-24
11218,4107,5588,2018-01-25,2018-01-25
11219,1227,5588,1983-10-09,1983-10-09
11220,238,5589,2016-07-31,2016-07-31
11221,1395,5589,1998-01-17,1998-01-17
11222,531,5589,2014-04-05,2014-04-05
11223,188,5590,1990-11-01,1990-11-01
11224,60,5591,1984-02-12,1984-02-12
11225,1412,5591,1977-03-06,1977-03-06
11226,2603,5591,2020-01-07,2020-01-07
11227,1665,5592,1983-03-28,1983-03-28
11228,450,5593,1993-10-27,1993-10-27
11229,3336,5593,1979-11-20,1979-11-20
11230,1551,5593,1984-06-24,1984-06-24
11231,143,5594,1992-03-03,1992-03-03
11232,1599,5595,1996-09-18,1996-09-18
11233,4628,5595,1995-05-27,1995-05-27
11234,700,5595,2014-04-22,2014-04-22
11235,3338,5596,2003-11-13,2003-11-13
11236,2899,5597,2012-09-27,2012-09-27
11237,4825,5597,2006-03-11,2006-03-11
11238,137,5597,1982-01-24,1982-01-24
11239,418,5598,1985-10-26,1985-10-26
11240,2916,5598,1990-08-03,1990-08-03
11241,3974,5598,2010-04-01,2010-04-01
11242,3840,5599,2010-09-26,2010-09-26
11243,2811,5599,1988-06-21,1988-06-21
11244,1001,5600,2006-11-15,2006-11-15
11245,4894,5601,1983-01-18,1983-01-18
11246,2891,5602,2020-03-16,2020-03-16
11247,4908,5602,1983-08-07,1983-08-07
11248,2323,5602,1980-01-24,1980-01-24
11249,4195,5603,1970-10-07,1970-10-07
11250,1578,5603,1992-05-01,1992-05-01
11251,3114,5603,2012-07-21,2012-07-21
11252,3231,5604,2017-12-24,2017-12-24
11253,710,5604,2005-10-23,2005-10-23
11254,1912,5604,1982-05-16,1982-05-16
11255,1825,5605,1970-02-01,1970-02-01
11256,2898,5605,1975-09-22,1975-09-22
11257,2803,5606,2011-07-24,2011-07-24
11258,4463,5606,1991-03-23,1991-03-23
11259,1766,5606,1977-10-18,1977-10-18
11260,2724,5607,2020-03-11,2020-03-11
11261,3407,5607,2017-06-21,2017-06-21
11262,2357,5607,1992-04-20,1992-04-20
11263,2990,5608,2019-06-11,2019-06-11
11264,3778,5608,2007-09-27,2007-09-27
11265,504,5609,1970-04-21,1970-04-21
11266,4311,5609,1989-01-31,1989-01-31
11267,2100,5610,1992-07-04,1992-07-04
11268,2188,5611,2019-04-23,2019-04-23
11269,3733,5612,1971-07-05,1971-07-05
11270,2719,5613,1983-11-14,1983-11-14
11271,3139,5613,1987-09-01,1987-09-01
11272,3556,5613,1976-01-28,1976-01-28
11273,518,5614,1982-01-06,1982-01-06
11274,784,5614,1988-05-16,1988-05-16
11275,130,5614,1998-07-17,1998-07-17
11276,1525,5615,2012-07-21,2012-07-21
11277,455,5615,1976-07-03,1976-07-03
11278,225,5616,1979-04-28,1979-04-28
11279,227,5616,1988-05-25,1988-05-25
11280,1332,5617,2004-08-05,2004-08-05
11281,3076,5618,1971-07-11,1971-07-11
11282,2732,5619,2007-08-02,2007-08-02
11283,2980,5619,1987-03-26,1987-03-26
11284,237,5620,1995-11-02,1995-11-02
11285,346,5621,2012-02-25,2012-02-25
11286,1226,5621,1977-08-17,1977-08-17
11287,3036,5621,1976-05-23,1976-05-23
11288,1208,5622,1978-08-29,1978-08-29
11289,1054,5622,1975-01-13,1975-01-13
11290,4998,5622,2000-05-22,2000-05-22
11291,970,5623,1977-04-17,1977-04-17
11292,3827,5623,2003-10-23,2003-10-23
11293,1213,5623,2011-12-10,2011-12-10
11294,1774,5624,2018-01-10,2018-01-10
11295,3613,5625,1987-07-05,1987-07-05
11296,4905,5625,1974-05-05,1974-05-05
11297,2153,5625,1997-05-08,1997-05-08
11298,2533,5626,1986-04-27,1986-04-27
11299,3768,5627,1983-05-11,1983-05-11
11300,2052,5627,1974-08-01,1974-08-01
11301,3047,5628,2004-02-22,2004-02-22
11302,878,5628,1984-03-22,1984-03-22
11303,1286,5629,1983-09-08,1983-09-08
11304,295,5629,2017-11-20,2017-11-20
11305,3642,5629,2007-10-26,2007-10-26
11306,2937,5630,1976-12-30,1976-12-30
11307,2545,5630,2011-01-05,2011-01-05
11308,4757,5630,1985-05-07,1985-05-07
11309,2494,5631,1984-09-05,1984-09-05
11310,3817,5631,2009-09-22,2009-09-22
11311,2543,5632,2011-09-04,2011-09-04
11312,1290,5633,2016-12-26,2016-12-26
11313,1637,5633,2011-11-09,2011-11-09
11314,722,5634,1991-07-12,1991-07-12
11315,3524,5634,2014-07-24,2014-07-24
11316,3026,5634,1989-05-13,1989-05-13
11317,1662,5635,1972-06-16,1972-06-16
11318,4419,5635,1997-06-18,1997-06-18
11319,2147,5636,1970-01-17,1970-01-17
11320,4961,5636,2001-04-06,2001-04-06
11321,197,5636,2011-09-05,2011-09-05
11322,1183,5637,1973-09-29,1973-09-29
11323,2575,5637,2010-12-28,2010-12-28
11324,354,5638,1989-11-14,1989-11-14
11325,1585,5638,1990-03-09,1990-03-09
11326,4067,5638,1999-10-19,1999-10-19
11327,3806,5639,1980-11-14,1980-11-14
11328,1856,5640,1971-10-22,1971-10-22
11329,3391,5640,1988-07-26,1988-07-26
11330,2048,5640,1999-03-11,1999-03-11
11331,2837,5641,2020-08-05,2020-08-05
11332,3433,5641,1978-09-30,1978-09-30
11333,441,5642,2000-11-18,2000-11-18
11334,4167,5642,2006-07-06,2006-07-06
11335,4477,5642,2009-09-18,2009-09-18
11336,2143,5643,1980-07-31,1980-07-31
11337,2751,5644,1989-05-22,1989-05-22
11338,4123,5645,1991-12-15,1991-12-15
11339,1338,5646,1972-01-31,1972-01-31
11340,4260,5646,1984-07-01,1984-07-01
11341,1602,5646,1973-08-22,1973-08-22
11342,4733,5647,1990-09-03,1990-09-03
11343,2777,5647,1991-05-06,1991-05-06
11344,1477,5648,1972-01-13,1972-01-13
11345,2774,5648,1973-02-07,1973-02-07
11346,3306,5649,1974-03-02,1974-03-02
11347,4097,5649,2008-10-09,2008-10-09
11348,2854,5650,1988-03-14,1988-03-14
11349,958,5650,2006-11-14,2006-11-14
11350,3010,5651,2008-10-28,2008-10-28
11351,567,5651,2020-07-14,2020-07-14
11352,4047,5652,1977-05-09,1977-05-09
11353,3702,5652,1971-06-07,1971-06-07
11354,765,5652,1991-08-24,1991-08-24
11355,3714,5653,2018-07-21,2018-07-21
11356,1388,5653,2005-12-18,2005-12-18
11357,3671,5653,1978-11-15,1978-11-15
11358,4854,5654,2000-07-05,2000-07-05
11359,3714,5654,2019-04-18,2019-04-18
11360,4174,5654,2021-02-27,2021-02-27
11361,4092,5655,2009-04-26,2009-04-26
11362,2770,5655,1978-07-09,1978-07-09
11363,502,5655,1999-03-26,1999-03-26
11364,2072,5656,1996-04-08,1996-04-08
11365,2460,5656,1980-05-29,1980-05-29
11366,4757,5656,1976-01-16,1976-01-16
11367,1568,5657,2005-11-20,2005-11-20
11368,2838,5657,2014-03-19,2014-03-19
11369,21,5658,2001-01-10,2001-01-10
11370,3464,5658,1999-10-10,1999-10-10
11371,4748,5658,1973-02-06,1973-02-06
11372,311,5659,1999-02-12,1999-02-12
