s_id,title,type,created_at,upated_at
2530,assume,tests,2005-02-01,2005-02-01
2531,system,tests,1988-06-29,1988-06-29
2532,hospital,authors,2009-07-06,2009-07-06
2533,age,category,2009-11-07,2009-11-07
2534,sometimes,tests,2009-07-23,2009-07-23
2535,too,authors,2011-02-23,2011-02-23
2536,any,author,2009-04-03,2009-04-03
2537,plan,authors,2002-05-21,2002-05-21
2538,financial,author,1980-06-22,1980-06-22
2539,write,tests,1976-11-10,1976-11-10
2540,until,author,1978-12-01,1978-12-01
2541,interesting,category,1999-07-29,1999-07-29
2542,interesting,category,2017-09-19,2017-09-19
2543,side,category,1985-02-06,1985-02-06
2544,force,tests,1994-02-04,1994-02-04
2545,management,tests,1980-07-27,1980-07-27
2546,him,category,1981-09-16,1981-09-16
2547,risk,category,2021-01-02,2021-01-02
2548,trial,tests,1975-03-07,1975-03-07
2549,develop,tests,1983-06-03,1983-06-03
2550,garden,author,2000-10-30,2000-10-30
2551,traditional,authors,2019-09-01,2019-09-01
2552,computer,tests,1970-03-19,1970-03-19
2553,gas,category,1999-09-01,1999-09-01
2554,born,category,1973-12-17,1973-12-17
2555,performance,tests,2007-11-06,2007-11-06
2556,head,author,1995-09-17,1995-09-17
2557,large,author,1977-12-25,1977-12-25
2558,bag,author,1994-01-09,1994-01-09
2559,series,tests,1990-12-18,1990-12-18
2560,candidate,category,1993-11-08,1993-11-08
2561,eight,category,1982-04-12,1982-04-12
2562,here,author,2005-10-01,2005-10-01
2563,if,category,1995-10-01,1995-10-01
2564,account,category,2015-10-22,2015-10-22
2565,other,author,2010-04-15,2010-04-15
2566,strategy,author,1984-11-08,1984-11-08
2567,build,author,2019-09-22,2019-09-22
2568,test,tests,1977-07-30,1977-07-30
2569,respond,category,2007-01-26,2007-01-26
2570,house,author,1991-09-22,1991-09-22
2571,system,authors,2020-08-16,2020-08-16
2572,industry,authors,2002-11-06,2002-11-06
2573,environment,tests,2004-01-29,2004-01-29
2574,official,authors,2019-01-31,2019-01-31
2575,friend,category,1987-01-31,1987-01-31
2576,worry,category,1983-06-04,1983-06-04
2577,newspaper,category,1975-03-16,1975-03-16
2578,morning,tests,1996-02-25,1996-02-25
2579,especially,tests,1991-12-10,1991-12-10
2580,drug,tests,2006-02-25,2006-02-25
2581,short,authors,1996-09-27,1996-09-27
2582,risk,category,1998-07-19,1998-07-19
2583,fall,category,1977-05-19,1977-05-19
2584,class,author,1976-09-16,1976-09-16
2585,land,tests,1974-03-22,1974-03-22
2586,leave,authors,2003-08-05,2003-08-05
2587,television,tests,2010-08-03,2010-08-03
2588,after,tests,1994-04-07,1994-04-07
2589,medical,category,1981-05-03,1981-05-03
2590,reflect,authors,2016-02-13,2016-02-13
2591,who,tests,1974-10-25,1974-10-25
2592,security,tests,2005-11-30,2005-11-30
2593,weight,authors,1971-11-04,1971-11-04
2594,economy,category,2002-06-21,2002-06-21
2595,idea,tests,1972-08-22,1972-08-22
2596,indeed,category,1976-12-09,1976-12-09
2597,pay,author,2001-12-22,2001-12-22
2598,forget,category,1990-02-04,1990-02-04
2599,itself,tests,1996-12-20,1996-12-20
2600,cause,category,1976-03-06,1976-03-06
2601,tend,author,2009-01-18,2009-01-18
2602,choose,author,1978-12-27,1978-12-27
2603,sometimes,authors,1982-12-01,1982-12-01
2604,trial,tests,2011-06-24,2011-06-24
2605,nothing,tests,1985-10-09,1985-10-09
2606,run,authors,1977-01-03,1977-01-03
2607,family,category,2011-11-28,2011-11-28
2608,determine,authors,1986-01-03,1986-01-03
2609,to,category,1991-01-31,1991-01-31
2610,network,tests,1987-10-18,1987-10-18
2611,something,authors,2009-03-21,2009-03-21
2612,often,tests,2003-05-17,2003-05-17
2613,third,tests,2003-02-04,2003-02-04
2614,quality,category,2004-09-29,2004-09-29
2615,drive,authors,1996-05-06,1996-05-06
2616,notice,author,2013-03-22,2013-03-22
2617,suffer,category,1988-04-24,1988-04-24
2618,truth,author,2012-04-16,2012-04-16
2619,our,authors,2008-05-20,2008-05-20
2620,summer,category,1997-12-26,1997-12-26
2621,away,category,2016-07-21,2016-07-21
2622,throughout,category,2004-06-04,2004-06-04
2623,father,tests,2020-02-28,2020-02-28
2624,important,category,1990-07-28,1990-07-28
2625,measure,tests,2004-07-16,2004-07-16
2626,behavior,authors,2010-12-29,2010-12-29
2627,I,authors,1991-09-27,1991-09-27
2628,read,tests,1974-07-25,1974-07-25
2629,grow,author,1984-05-07,1984-05-07
2630,keep,category,2018-05-22,2018-05-22
2631,road,category,2017-03-28,2017-03-28
2632,benefit,category,1976-03-30,1976-03-30
2633,learn,category,1987-07-20,1987-07-20
2634,only,author,2005-03-20,2005-03-20
2635,speech,author,1992-07-08,1992-07-08
2636,stay,authors,2014-02-19,2014-02-19
2637,anything,tests,1983-03-23,1983-03-23
2638,throw,tests,2018-11-01,2018-11-01
2639,third,category,2016-11-21,2016-11-21
2640,perhaps,tests,1991-11-22,1991-11-22
2641,white,tests,2009-06-12,2009-06-12
2642,until,tests,1993-03-21,1993-03-21
2643,growth,category,1995-02-03,1995-02-03
2644,positive,author,2002-08-12,2002-08-12
2645,tend,tests,1985-06-06,1985-06-06
2646,man,authors,1987-08-17,1987-08-17
2647,fast,authors,2016-10-27,2016-10-27
2648,life,author,1989-10-16,1989-10-16
2649,may,author,2001-07-22,2001-07-22
2650,view,category,1996-04-18,1996-04-18
2651,bed,authors,1998-03-12,1998-03-12
2652,laugh,tests,2010-05-29,2010-05-29
2653,doctor,tests,2011-10-04,2011-10-04
2654,mention,tests,1976-12-27,1976-12-27
2655,throughout,authors,1982-05-12,1982-05-12
2656,individual,category,2018-06-17,2018-06-17
2657,billion,authors,1970-03-07,1970-03-07
2658,parent,authors,1983-04-18,1983-04-18
2659,against,category,1974-06-23,1974-06-23
2660,anything,author,2014-06-20,2014-06-20
2661,somebody,category,2012-03-19,2012-03-19
2662,team,author,1979-05-28,1979-05-28
2663,consider,author,1974-02-07,1974-02-07
2664,adult,category,1986-02-21,1986-02-21
2665,offer,author,1997-01-18,1997-01-18
2666,peace,author,1976-10-10,1976-10-10
2667,occur,authors,2001-03-17,2001-03-17
2668,both,tests,1997-12-22,1997-12-22
2669,around,tests,1992-03-20,1992-03-20
2670,level,author,2016-05-10,2016-05-10
2671,personal,tests,1994-12-11,1994-12-11
2672,until,authors,2009-05-24,2009-05-24
2673,so,author,1985-10-14,1985-10-14
2674,nature,tests,2005-09-15,2005-09-15
2675,mention,tests,1983-11-15,1983-11-15
2676,notice,authors,1982-09-20,1982-09-20
2677,improve,author,1999-10-07,1999-10-07
2678,learn,category,1993-09-20,1993-09-20
2679,article,category,1975-05-11,1975-05-11
2680,senior,category,1996-08-11,1996-08-11
2681,officer,tests,1985-08-14,1985-08-14
2682,add,tests,2001-02-16,2001-02-16
2683,arrive,tests,2009-09-10,2009-09-10
2684,serve,tests,2016-10-04,2016-10-04
2685,pay,authors,2010-08-27,2010-08-27
2686,entire,category,1980-03-29,1980-03-29
2687,author,authors,2010-06-08,2010-06-08
2688,position,authors,1985-12-15,1985-12-15
2689,room,author,2000-12-07,2000-12-07
2690,strong,tests,1988-07-30,1988-07-30
2691,before,category,2001-06-29,2001-06-29
2692,nice,authors,1978-12-31,1978-12-31
2693,force,authors,1998-02-26,1998-02-26
2694,need,authors,1981-01-26,1981-01-26
2695,their,authors,1988-11-18,1988-11-18
2696,development,authors,1999-06-02,1999-06-02
2697,green,author,2003-12-09,2003-12-09
2698,main,category,1988-08-24,1988-08-24
2699,help,authors,1997-04-30,1997-04-30
2700,choice,category,2004-11-27,2004-11-27
2701,enter,author,2012-12-07,2012-12-07
2702,so,category,1985-10-22,1985-10-22
2703,pay,author,1973-09-21,1973-09-21
2704,newspaper,authors,2006-04-07,2006-04-07
2705,interview,author,2018-04-08,2018-04-08
2706,sound,tests,2001-11-16,2001-11-16
2707,arm,authors,1974-05-28,1974-05-28
2708,visit,author,1982-05-19,1982-05-19
2709,fly,category,1971-12-16,1971-12-16
2710,century,tests,2000-03-09,2000-03-09
2711,win,category,1997-09-01,1997-09-01
2712,main,authors,1974-05-28,1974-05-28
2713,data,tests,2007-10-24,2007-10-24
2714,hospital,authors,2018-11-02,2018-11-02
2715,end,tests,1982-11-17,1982-11-17
2716,rest,category,1972-12-02,1972-12-02
2717,government,tests,1994-08-14,1994-08-14
2718,the,category,2007-12-21,2007-12-21
2719,yard,authors,2009-12-29,2009-12-29
2720,prove,author,2001-02-02,2001-02-02
2721,will,category,1993-12-21,1993-12-21
2722,north,category,2008-08-09,2008-08-09
2723,dark,category,1999-11-20,1999-11-20
2724,skin,tests,1970-01-07,1970-01-07
2725,I,category,1970-04-30,1970-04-30
2726,long,author,2005-09-19,2005-09-19
2727,clear,tests,1998-10-05,1998-10-05
2728,instead,authors,1977-01-30,1977-01-30
2729,join,author,2010-11-24,2010-11-24
2730,stock,authors,1978-05-26,1978-05-26
2731,only,category,2009-03-09,2009-03-09
2732,detail,author,1971-01-19,1971-01-19
2733,ahead,authors,1985-03-08,1985-03-08
2734,amount,author,1984-02-12,1984-02-12
2735,control,authors,2007-03-18,2007-03-18
2736,miss,author,1991-02-12,1991-02-12
2737,hundred,tests,1984-07-10,1984-07-10
2738,unit,tests,2006-12-14,2006-12-14
2739,answer,authors,2018-06-01,2018-06-01
2740,wish,author,1977-12-20,1977-12-20
2741,note,author,2019-09-08,2019-09-08
2742,clear,authors,1970-03-05,1970-03-05
2743,ready,category,2006-12-31,2006-12-31
2744,food,authors,2017-10-30,2017-10-30
2745,religious,author,2019-10-16,2019-10-16
2746,power,category,1995-09-25,1995-09-25
2747,any,category,1970-05-24,1970-05-24
2748,we,author,2003-03-20,2003-03-20
2749,space,category,1990-08-31,1990-08-31
2750,shoulder,author,1987-07-14,1987-07-14
2751,will,author,2000-06-06,2000-06-06
2752,enter,authors,1984-01-24,1984-01-24
2753,movie,author,1984-03-30,1984-03-30
2754,meeting,authors,2014-03-10,2014-03-10
2755,as,category,2015-02-19,2015-02-19
2756,teach,category,1982-03-19,1982-03-19
2757,free,tests,2018-11-24,2018-11-24
2758,care,author,1977-05-11,1977-05-11
2759,sing,category,1986-01-02,1986-01-02
2760,hard,authors,1997-06-05,1997-06-05
2761,tend,tests,2009-03-26,2009-03-26
2762,wall,authors,2011-04-26,2011-04-26
2763,movement,category,2005-03-30,2005-03-30
2764,level,author,1999-06-08,1999-06-08
2765,baby,category,2007-01-06,2007-01-06
2766,her,author,2019-11-18,2019-11-18
2767,single,tests,2003-05-19,2003-05-19
2768,build,tests,1997-10-02,1997-10-02
2769,sometimes,category,2019-05-23,2019-05-23
2770,organization,authors,2009-10-31,2009-10-31
2771,among,author,1978-03-14,1978-03-14
2772,father,authors,1992-07-03,1992-07-03
2773,glass,author,1974-12-26,1974-12-26
2774,including,authors,1986-03-21,1986-03-21
2775,expert,author,2011-12-06,2011-12-06
2776,coach,authors,1986-07-21,1986-07-21
2777,former,author,1997-01-08,1997-01-08
2778,idea,tests,2018-03-23,2018-03-23
2779,sense,authors,2020-03-21,2020-03-21
2780,whole,author,1994-01-24,1994-01-24
2781,specific,category,2014-08-27,2014-08-27
2782,knowledge,author,2017-10-16,2017-10-16
2783,make,category,1979-02-15,1979-02-15
2784,probably,tests,2018-08-07,2018-08-07
2785,poor,category,2002-09-30,2002-09-30
2786,maintain,author,2005-06-18,2005-06-18
2787,we,category,1989-12-14,1989-12-14
2788,ahead,tests,2002-09-06,2002-09-06
2789,million,author,2011-05-04,2011-05-04
2790,protect,tests,1978-07-22,1978-07-22
2791,mean,author,2003-01-17,2003-01-17
2792,scene,tests,2004-08-23,2004-08-23
2793,participant,authors,1984-07-22,1984-07-22
2794,we,authors,2009-12-11,2009-12-11
2795,beautiful,author,1994-07-18,1994-07-18
2796,million,tests,1978-12-28,1978-12-28
2797,particularly,author,1986-12-02,1986-12-02
2798,skin,author,1970-02-15,1970-02-15
2799,meeting,authors,2018-02-19,2018-02-19
2800,force,tests,1999-12-17,1999-12-17
2801,note,category,2002-01-31,2002-01-31
2802,cup,author,1974-09-04,1974-09-04
2803,build,authors,1996-12-30,1996-12-30
2804,local,category,1972-11-15,1972-11-15
2805,nice,author,2002-06-03,2002-06-03
2806,ever,author,2018-03-12,2018-03-12
2807,operation,tests,2001-05-11,2001-05-11
2808,party,author,2008-02-10,2008-02-10
2809,send,authors,2011-08-31,2011-08-31
2810,project,author,2004-12-18,2004-12-18
2811,radio,authors,2010-02-13,2010-02-13
2812,stage,category,1976-07-25,1976-07-25
2813,assume,authors,2018-12-18,2018-12-18
2814,seem,authors,1996-11-29,1996-11-29
2815,might,author,1997-12-31,1997-12-31
2816,bad,author,2002-11-30,2002-11-30
2817,red,tests,1971-07-20,1971-07-20
2818,happy,author,1974-05-03,1974-05-03
2819,bill,authors,2002-02-17,2002-02-17
2820,figure,author,1991-01-31,1991-01-31
2821,mother,tests,1998-08-20,1998-08-20
2822,politics,author,1984-06-26,1984-06-26
2823,road,authors,2007-06-05,2007-06-05
2824,age,author,1995-03-22,1995-03-22
2825,develop,author,2004-10-21,2004-10-21
2826,what,authors,2005-10-31,2005-10-31
2827,throw,authors,1988-07-10,1988-07-10
2828,run,author,1970-06-19,1970-06-19
2829,after,tests,1991-05-12,1991-05-12
2830,media,tests,1981-12-12,1981-12-12
2831,Mrs,tests,1994-06-21,1994-06-21
2832,work,category,1991-07-16,1991-07-16
2833,away,author,1993-12-31,1993-12-31
2834,nothing,category,1989-11-01,1989-11-01
2835,easy,authors,1993-12-28,1993-12-28
2836,group,authors,2003-11-07,2003-11-07
2837,capital,tests,1975-03-21,1975-03-21
2838,final,tests,2006-08-30,2006-08-30
2839,as,category,2002-10-22,2002-10-22
2840,nation,category,2005-02-23,2005-02-23
2841,car,authors,1994-08-20,1994-08-20
2842,stock,tests,2002-12-14,2002-12-14
2843,mind,authors,1992-04-24,1992-04-24
2844,into,authors,1987-08-14,1987-08-14
2845,friend,authors,1989-10-07,1989-10-07
2846,become,tests,2000-01-14,2000-01-14
2847,yes,category,2011-03-23,2011-03-23
2848,teacher,authors,1970-02-14,1970-02-14
2849,sea,authors,1991-02-12,1991-02-12
2850,should,category,2020-12-29,2020-12-29
2851,onto,author,1970-02-04,1970-02-04
2852,teacher,category,1972-01-09,1972-01-09
2853,opportunity,authors,1986-07-14,1986-07-14
2854,situation,author,1974-01-07,1974-01-07
2855,note,authors,2004-12-26,2004-12-26
2856,education,tests,2000-01-30,2000-01-30
2857,decision,category,1990-03-27,1990-03-27
2858,already,tests,2007-08-06,2007-08-06
2859,art,authors,2009-11-24,2009-11-24
2860,sometimes,author,2000-04-09,2000-04-09
2861,us,tests,1981-06-12,1981-06-12
2862,experience,authors,1991-07-19,1991-07-19
2863,data,authors,1980-05-11,1980-05-11
2864,time,tests,1983-05-03,1983-05-03
2865,no,author,2010-03-15,2010-03-15
2866,decision,tests,2008-09-04,2008-09-04
2867,include,authors,1976-11-30,1976-11-30
2868,protect,category,1996-07-08,1996-07-08
2869,fire,author,1999-05-23,1999-05-23
2870,might,authors,2018-04-11,2018-04-11
2871,statement,tests,2003-07-22,2003-07-22
2872,right,tests,1991-09-26,1991-09-26
2873,even,tests,2000-05-10,2000-05-10
2874,though,authors,1990-10-07,1990-10-07
2875,garden,author,2005-06-28,2005-06-28
2876,of,category,2011-12-15,2011-12-15
2877,today,authors,1981-11-08,1981-11-08
2878,be,author,2002-07-04,2002-07-04
2879,set,authors,2020-06-14,2020-06-14
2880,goal,tests,1995-07-15,1995-07-15
2881,at,category,1978-08-03,1978-08-03
2882,season,tests,2000-08-22,2000-08-22
2883,side,author,1982-06-17,1982-06-17
2884,common,authors,2008-04-02,2008-04-02
2885,nearly,category,1992-04-29,1992-04-29
2886,ever,authors,2015-03-09,2015-03-09
2887,despite,category,1990-02-04,1990-02-04
2888,strategy,authors,1990-08-31,1990-08-31
2889,pattern,tests,1997-08-24,1997-08-24
2890,team,tests,2017-07-16,2017-07-16
2891,coach,category,2003-03-04,2003-03-04
2892,social,category,2007-03-04,2007-03-04
2893,he,tests,1981-08-11,1981-08-11
2894,risk,author,1979-11-04,1979-11-04
2895,military,tests,2017-01-08,2017-01-08
2896,civil,category,2005-11-25,2005-11-25
2897,live,authors,1982-09-27,1982-09-27
2898,drop,category,1984-07-30,1984-07-30
2899,southern,authors,2016-10-03,2016-10-03
2900,say,authors,1984-11-12,1984-11-12
2901,former,authors,2020-07-03,2020-07-03
2902,partner,authors,1985-02-20,1985-02-20
2903,child,tests,2008-09-14,2008-09-14
2904,chair,authors,1977-10-11,1977-10-11
2905,including,authors,1988-05-25,1988-05-25
2906,hundred,category,1986-04-18,1986-04-18
2907,service,author,1988-11-14,1988-11-14
2908,high,tests,2010-01-10,2010-01-10
2909,get,tests,2003-05-03,2003-05-03
2910,nice,category,2013-10-05,2013-10-05
2911,American,category,2019-01-20,2019-01-20
2912,room,category,1983-08-02,1983-08-02
2913,common,tests,2004-10-02,2004-10-02
2914,generation,category,1990-03-27,1990-03-27
2915,letter,category,1977-03-13,1977-03-13
2916,fish,author,1983-04-30,1983-04-30
2917,bit,authors,1970-04-28,1970-04-28
2918,gun,author,1988-05-28,1988-05-28
2919,center,author,1992-02-26,1992-02-26
2920,me,author,1994-01-04,1994-01-04
2921,send,author,2001-08-08,2001-08-08
2922,win,authors,2006-07-12,2006-07-12
2923,because,category,1995-09-10,1995-09-10
2924,movement,authors,2013-07-02,2013-07-02
2925,religious,author,2009-10-07,2009-10-07
2926,remember,category,1978-04-19,1978-04-19
2927,security,authors,1977-10-19,1977-10-19
2928,instead,authors,2010-04-17,2010-04-17
2929,out,tests,2000-02-23,2000-02-23
2930,result,author,2017-07-10,2017-07-10
2931,suggest,authors,1987-10-06,1987-10-06
2932,model,authors,1988-07-08,1988-07-08
2933,detail,tests,1998-06-27,1998-06-27
2934,environmental,tests,2006-04-12,2006-04-12
2935,skin,author,1990-04-01,1990-04-01
2936,much,author,1971-02-16,1971-02-16
2937,almost,authors,1989-06-05,1989-06-05
2938,public,authors,2014-04-18,2014-04-18
2939,seven,tests,1996-02-12,1996-02-12
2940,system,tests,1984-07-27,1984-07-27
2941,way,category,2019-03-25,2019-03-25
2942,administration,authors,2014-03-15,2014-03-15
2943,current,category,1980-08-21,1980-08-21
2944,face,category,1971-06-18,1971-06-18
2945,treatment,author,2004-06-07,2004-06-07
2946,will,tests,1994-02-18,1994-02-18
2947,husband,authors,1981-05-09,1981-05-09
2948,school,authors,1995-04-25,1995-04-25
2949,leg,category,1970-05-26,1970-05-26
2950,recognize,tests,1999-02-04,1999-02-04
2951,a,author,1976-06-14,1976-06-14
2952,charge,authors,1984-03-08,1984-03-08
2953,operation,category,1970-07-31,1970-07-31
2954,dark,category,1999-07-29,1999-07-29
2955,court,author,1989-08-21,1989-08-21
2956,western,authors,2020-01-14,2020-01-14
2957,interview,category,1995-02-08,1995-02-08
2958,model,category,1981-11-22,1981-11-22
2959,take,category,2016-01-16,2016-01-16
2960,rule,tests,1989-09-16,1989-09-16
2961,under,tests,2001-05-02,2001-05-02
2962,form,category,1985-11-12,1985-11-12
2963,raise,tests,2018-03-10,2018-03-10
2964,would,authors,2002-06-28,2002-06-28
2965,manager,category,1973-02-21,1973-02-21
2966,least,author,1995-01-10,1995-01-10
2967,wish,author,2006-08-03,2006-08-03
2968,thousand,author,1977-12-12,1977-12-12
2969,another,category,1994-09-16,1994-09-16
2970,skill,author,1982-05-22,1982-05-22
2971,support,authors,2005-02-02,2005-02-02
2972,son,tests,2004-03-05,2004-03-05
2973,author,category,1979-12-23,1979-12-23
2974,forget,category,2016-01-08,2016-01-08
2975,whether,category,2018-02-08,2018-02-08
2976,candidate,category,2005-08-08,2005-08-08
2977,green,category,2005-01-07,2005-01-07
2978,report,tests,1991-04-18,1991-04-18
2979,step,category,2010-10-04,2010-10-04
2980,study,author,1994-05-08,1994-05-08
2981,front,category,2012-04-17,2012-04-17
2982,teacher,tests,2003-07-24,2003-07-24
2983,service,author,2015-12-04,2015-12-04
2984,edge,tests,2016-10-09,2016-10-09
2985,with,tests,2012-06-08,2012-06-08
2986,scene,author,1972-06-10,1972-06-10
2987,increase,category,2014-04-02,2014-04-02
2988,if,tests,2008-08-30,2008-08-30
2989,talk,tests,1975-02-03,1975-02-03
2990,hold,author,1971-06-18,1971-06-18
2991,trip,category,1995-07-08,1995-07-08
2992,occur,author,1991-04-25,1991-04-25
2993,TV,category,2008-01-16,2008-01-16
2994,avoid,tests,1983-07-03,1983-07-03
2995,alone,author,1973-03-01,1973-03-01
2996,cell,category,2006-05-10,2006-05-10
2997,appear,authors,1987-10-09,1987-10-09
2998,number,tests,1989-05-23,1989-05-23
2999,across,authors,1986-10-04,1986-10-04
3000,reveal,author,1982-11-24,1982-11-24
3001,rich,author,2014-08-10,2014-08-10
3002,former,tests,1998-12-11,1998-12-11
3003,two,category,1998-09-06,1998-09-06
3004,into,author,2020-02-10,2020-02-10
3005,phone,author,2015-11-12,2015-11-12
3006,arrive,category,2012-09-14,2012-09-14
3007,present,authors,2015-12-22,2015-12-22
3008,impact,tests,1981-09-01,1981-09-01
3009,while,author,2007-02-26,2007-02-26
3010,get,author,1984-08-25,1984-08-25
3011,senior,authors,1989-06-13,1989-06-13
3012,lose,author,1994-03-11,1994-03-11
3013,oil,author,1976-06-01,1976-06-01
3014,husband,tests,1994-07-04,1994-07-04
3015,fast,authors,1989-08-23,1989-08-23
3016,service,author,1978-05-26,1978-05-26
3017,ahead,authors,1996-01-21,1996-01-21
3018,technology,tests,1971-04-24,1971-04-24
3019,meet,category,2018-04-04,2018-04-04
3020,animal,author,1994-02-06,1994-02-06
3021,arm,author,1979-08-04,1979-08-04
3022,time,tests,1975-05-24,1975-05-24
3023,test,tests,2015-03-13,2015-03-13
3024,hotel,author,2003-10-12,2003-10-12
3025,people,author,1999-11-19,1999-11-19
3026,produce,authors,2019-01-01,2019-01-01
3027,develop,category,2002-04-16,2002-04-16
3028,good,author,2008-10-06,2008-10-06
3029,away,author,2010-04-10,2010-04-10
3030,subject,category,1976-08-07,1976-08-07
3031,soon,author,2005-12-02,2005-12-02
3032,all,tests,1974-01-21,1974-01-21
3033,continue,tests,1986-04-25,1986-04-25
3034,seat,tests,2000-07-02,2000-07-02
3035,environment,category,1989-08-10,1989-08-10
3036,movement,author,1979-05-31,1979-05-31
3037,process,authors,1984-11-03,1984-11-03
3038,fact,authors,2006-09-12,2006-09-12
3039,service,tests,1974-11-27,1974-11-27
3040,protect,category,1981-11-06,1981-11-06
3041,lead,author,1985-05-03,1985-05-03
3042,effect,authors,1978-08-20,1978-08-20
3043,investment,tests,1995-07-08,1995-07-08
3044,difficult,author,1975-02-14,1975-02-14
3045,myself,category,1972-08-09,1972-08-09
3046,who,authors,2000-06-14,2000-06-14
3047,each,tests,1992-02-07,1992-02-07
3048,against,tests,1987-06-05,1987-06-05
3049,television,category,2000-01-01,2000-01-01
3050,reality,tests,1974-01-15,1974-01-15
3051,far,author,2012-01-11,2012-01-11
3052,maintain,tests,1990-10-28,1990-10-28
3053,with,tests,2020-04-26,2020-04-26
3054,family,tests,2001-06-17,2001-06-17
3055,exactly,category,1995-08-28,1995-08-28
3056,happy,category,1998-05-28,1998-05-28
3057,story,authors,2011-04-28,2011-04-28
3058,health,tests,2003-10-18,2003-10-18
3059,throw,tests,1999-10-06,1999-10-06
3060,message,category,1974-12-18,1974-12-18
3061,treat,author,1979-03-25,1979-03-25
3062,event,tests,1992-02-02,1992-02-02
3063,smile,category,2003-11-01,2003-11-01
3064,east,author,1990-03-13,1990-03-13
3065,with,tests,2017-10-13,2017-10-13
3066,product,author,2005-12-07,2005-12-07
3067,consumer,tests,2010-05-10,2010-05-10
3068,act,author,1978-10-12,1978-10-12
3069,do,tests,1992-05-19,1992-05-19
3070,car,author,1987-02-17,1987-02-17
3071,same,category,2000-06-22,2000-06-22
3072,election,authors,2007-05-14,2007-05-14
3073,treatment,authors,1983-07-25,1983-07-25
3074,first,tests,1982-06-08,1982-06-08
3075,my,tests,2012-12-08,2012-12-08
3076,go,author,1991-03-08,1991-03-08
3077,use,tests,1993-05-16,1993-05-16
3078,medical,author,2003-11-26,2003-11-26
3079,leg,authors,2001-06-23,2001-06-23
3080,his,authors,1977-04-26,1977-04-26
3081,tree,author,1982-05-07,1982-05-07
3082,on,category,1977-04-23,1977-04-23
3083,manage,author,2020-06-09,2020-06-09
3084,international,category,2001-04-05,2001-04-05
3085,build,tests,1982-06-08,1982-06-08
3086,beat,category,2005-08-05,2005-08-05
3087,return,category,1996-04-21,1996-04-21
3088,crime,authors,1986-03-20,1986-03-20
3089,reality,tests,1970-05-03,1970-05-03
3090,feeling,category,2017-02-02,2017-02-02
3091,often,authors,2011-09-14,2011-09-14
3092,statement,author,2013-05-23,2013-05-23
3093,whether,authors,1988-08-29,1988-08-29
3094,west,authors,2000-02-02,2000-02-02
3095,simply,tests,2006-05-03,2006-05-03
3096,day,category,1980-08-07,1980-08-07
3097,quality,category,1993-09-30,1993-09-30
3098,amount,category,2009-04-21,2009-04-21
3099,strategy,author,1979-11-05,1979-11-05
3100,system,author,2000-09-30,2000-09-30
3101,address,tests,1999-12-28,1999-12-28
3102,work,authors,1995-09-19,1995-09-19
3103,identify,author,2010-01-05,2010-01-05
3104,cost,author,1994-06-21,1994-06-21
3105,word,authors,1971-09-16,1971-09-16
3106,however,author,2017-03-17,2017-03-17
3107,on,authors,2010-02-16,2010-02-16
3108,model,authors,1981-05-18,1981-05-18
3109,indicate,category,1976-08-23,1976-08-23
3110,go,authors,1973-02-20,1973-02-20
3111,family,author,2013-04-03,2013-04-03
3112,character,category,1987-01-26,1987-01-26
3113,ask,category,1990-09-26,1990-09-26
3114,future,author,1991-07-19,1991-07-19
3115,family,author,1970-06-27,1970-06-27
3116,subject,author,2010-01-12,2010-01-12
3117,radio,tests,2012-03-31,2012-03-31
3118,couple,category,1999-07-01,1999-07-01
3119,campaign,tests,2019-02-09,2019-02-09
3120,put,authors,2013-03-24,2013-03-24
3121,sure,category,1986-01-04,1986-01-04
3122,spend,authors,2013-01-30,2013-01-30
3123,lose,tests,1997-05-05,1997-05-05
3124,response,category,1982-10-05,1982-10-05
3125,stand,tests,2020-04-28,2020-04-28
3126,citizen,authors,1989-01-31,1989-01-31
3127,blood,tests,1990-02-06,1990-02-06
3128,least,author,2005-11-09,2005-11-09
3129,increase,author,2015-01-18,2015-01-18
3130,machine,authors,2001-12-24,2001-12-24
3131,despite,category,1982-11-24,1982-11-24
3132,meeting,category,2008-02-13,2008-02-13
3133,education,author,1991-11-06,1991-11-06
3134,discover,category,1992-05-21,1992-05-21
3135,make,author,1982-08-30,1982-08-30
3136,a,authors,2014-07-25,2014-07-25
3137,about,author,1974-05-03,1974-05-03
3138,various,tests,1977-11-10,1977-11-10
3139,wrong,category,2003-02-01,2003-02-01
3140,rather,author,2010-02-15,2010-02-15
3141,form,author,1974-08-15,1974-08-15
3142,without,category,2002-05-25,2002-05-25
3143,conference,tests,1997-09-06,1997-09-06
3144,white,authors,1971-03-29,1971-03-29
3145,prevent,category,2020-05-23,2020-05-23
3146,friend,category,1976-11-05,1976-11-05
3147,about,author,1998-08-16,1998-08-16
3148,kid,author,1972-02-18,1972-02-18
3149,must,category,2010-08-19,2010-08-19
3150,technology,category,2018-05-24,2018-05-24
3151,difficult,authors,1977-10-07,1977-10-07
3152,conference,category,1972-12-19,1972-12-19
3153,reveal,category,2017-09-01,2017-09-01
3154,meet,tests,1990-04-05,1990-04-05
3155,spend,authors,1999-05-04,1999-05-04
3156,customer,author,2005-04-10,2005-04-10
3157,often,authors,2001-03-16,2001-03-16
3158,rate,authors,2009-11-05,2009-11-05
3159,at,tests,1987-02-23,1987-02-23
