id,s_id,a_id,created_at,upated_at
7648,2577,4396,2004-03-10,2004-03-10
7649,2578,1376,1984-06-26,1984-06-26
7650,2578,1554,1984-10-06,1984-10-06
7651,2578,4563,1987-02-09,1987-02-09
7652,2578,3976,2019-06-01,2019-06-01
7653,2579,3662,2021-02-17,2021-02-17
7654,2579,1475,1997-11-10,1997-11-10
7655,2579,758,1971-05-18,1971-05-18
7656,2580,3586,1994-08-06,1994-08-06
7657,2580,2457,1990-01-24,1990-01-24
7658,2581,4766,1997-01-16,1997-01-16
7659,2581,3042,2014-09-15,2014-09-15
7660,2581,736,2019-11-08,2019-11-08
7661,2581,4291,2006-01-06,2006-01-06
7662,2582,175,1997-05-31,1997-05-31
7663,2583,856,1998-12-20,1998-12-20
7664,2583,4488,1978-06-29,1978-06-29
7665,2584,206,2009-04-21,2009-04-21
7666,2584,4408,1996-07-16,1996-07-16
7667,2584,1889,1998-04-10,1998-04-10
7668,2585,2713,1977-12-13,1977-12-13
7669,2586,3221,2005-02-26,2005-02-26
7670,2586,2350,2012-07-13,2012-07-13
7671,2586,2271,2004-07-02,2004-07-02
7672,2587,2887,1973-07-14,1973-07-14
7673,2587,340,1996-01-02,1996-01-02
7674,2587,2720,1991-06-13,1991-06-13
7675,2588,1362,1980-06-06,1980-06-06
7676,2589,1881,2011-04-15,2011-04-15
7677,2589,1469,1970-11-10,1970-11-10
7678,2590,202,2013-11-28,2013-11-28
7679,2590,2782,1990-05-15,1990-05-15
7680,2590,4747,2017-03-07,2017-03-07
7681,2591,4474,1979-11-14,1979-11-14
7682,2591,3269,2004-08-12,2004-08-12
7683,2591,2446,2010-04-26,2010-04-26
7684,2591,1409,1981-12-25,1981-12-25
7685,2592,2642,1988-04-14,1988-04-14
7686,2593,1402,1998-06-09,1998-06-09
7687,2593,4166,2016-07-28,2016-07-28
7688,2593,2325,2009-05-23,2009-05-23
7689,2593,381,1987-08-13,1987-08-13
7690,2594,2323,1981-03-11,1981-03-11
7691,2594,905,1993-05-28,1993-05-28
7692,2594,1768,1980-10-18,1980-10-18
7693,2594,2910,1996-12-12,1996-12-12
7694,2595,4366,1993-09-04,1993-09-04
7695,2595,4762,2000-03-30,2000-03-30
7696,2595,1603,1987-03-28,1987-03-28
7697,2595,992,1990-03-19,1990-03-19
7698,2596,4211,1980-02-23,1980-02-23
7699,2596,4946,1997-07-06,1997-07-06
7700,2597,657,1975-08-14,1975-08-14
7701,2598,4755,1972-01-28,1972-01-28
7702,2598,2352,1991-06-12,1991-06-12
7703,2598,1618,1991-02-18,1991-02-18
7704,2598,2704,1987-09-07,1987-09-07
7705,2599,4615,2014-12-13,2014-12-13
7706,2599,490,1977-10-26,1977-10-26
7707,2599,966,1970-03-24,1970-03-24
7708,2599,920,1989-05-02,1989-05-02
7709,2600,1754,2019-09-12,2019-09-12
7710,2601,463,1984-06-27,1984-06-27
7711,2601,3013,1973-12-10,1973-12-10
7712,2602,820,2012-03-30,2012-03-30
7713,2602,1696,1975-07-05,1975-07-05
7714,2603,1331,1972-02-14,1972-02-14
7715,2603,3030,1977-05-05,1977-05-05
7716,2603,4238,1970-10-02,1970-10-02
7717,2604,4769,1988-01-03,1988-01-03
7718,2604,4484,2004-02-05,2004-02-05
7719,2604,1115,1973-05-19,1973-05-19
7720,2604,4614,1988-03-14,1988-03-14
7721,2605,3185,2004-10-11,2004-10-11
7722,2605,1443,1992-10-25,1992-10-25
7723,2605,2270,1988-02-29,1988-02-29
7724,2605,10,1988-05-01,1988-05-01
7725,2606,3667,1978-07-16,1978-07-16
7726,2606,3323,2001-04-29,2001-04-29
7727,2606,4102,2019-07-05,2019-07-05
7728,2606,4182,2007-10-02,2007-10-02
7729,2607,1788,1999-05-11,1999-05-11
7730,2607,916,1989-05-27,1989-05-27
7731,2607,4118,1984-05-07,1984-05-07
7732,2608,3121,2016-09-24,2016-09-24
7733,2608,4579,1976-10-19,1976-10-19
7734,2609,4465,1982-01-05,1982-01-05
7735,2610,4227,1989-01-30,1989-01-30
7736,2610,3225,1977-02-18,1977-02-18
7737,2610,2330,1985-05-24,1985-05-24
7738,2611,4819,1996-02-17,1996-02-17
7739,2611,2054,1972-01-19,1972-01-19
7740,2612,1591,2012-09-03,2012-09-03
7741,2612,2578,2016-09-29,2016-09-29
7742,2613,3853,2015-10-02,2015-10-02
7743,2614,1900,1976-04-11,1976-04-11
7744,2614,1686,1976-01-30,1976-01-30
7745,2615,3544,2013-05-17,2013-05-17
7746,2616,1266,2016-11-02,2016-11-02
7747,2616,4841,2014-08-17,2014-08-17
7748,2617,850,2012-11-28,2012-11-28
7749,2617,3487,2017-02-24,2017-02-24
7750,2617,819,2014-07-29,2014-07-29
7751,2618,1341,2008-12-25,2008-12-25
7752,2618,4274,2013-09-12,2013-09-12
7753,2619,1597,1995-06-17,1995-06-17
7754,2619,2455,1984-02-27,1984-02-27
7755,2619,3615,2007-01-07,2007-01-07
7756,2619,4174,1985-08-06,1985-08-06
7757,2620,3452,1974-04-13,1974-04-13
7758,2620,3459,1973-04-03,1973-04-03
7759,2621,504,1975-11-18,1975-11-18
7760,2621,3465,2008-02-17,2008-02-17
7761,2621,3478,1980-08-18,1980-08-18
7762,2621,712,2013-10-21,2013-10-21
7763,2621,2573,1992-01-13,1992-01-13
7764,2622,4329,1994-09-05,1994-09-05
7765,2622,1919,1993-11-20,1993-11-20
7766,2622,4425,1972-05-21,1972-05-21
7767,2623,3818,1988-05-23,1988-05-23
7768,2624,1109,2007-12-01,2007-12-01
7769,2624,455,1998-02-10,1998-02-10
7770,2624,4377,2002-03-28,2002-03-28
7771,2624,4126,2014-11-12,2014-11-12
7772,2624,1650,1996-03-03,1996-03-03
7773,2625,3442,1986-05-22,1986-05-22
7774,2626,2831,2016-10-26,2016-10-26
7775,2626,4012,2019-07-03,2019-07-03
7776,2626,2231,1993-12-19,1993-12-19
7777,2626,2037,2017-07-28,2017-07-28
7778,2627,3146,2011-06-27,2011-06-27
7779,2627,4474,1981-01-25,1981-01-25
7780,2627,1423,2005-01-08,2005-01-08
7781,2627,2130,1999-03-11,1999-03-11
7782,2628,3102,1986-07-04,1986-07-04
7783,2629,4578,1982-11-19,1982-11-19
7784,2629,2677,1977-05-31,1977-05-31
7785,2629,3633,1989-11-11,1989-11-11
7786,2629,1385,2020-05-26,2020-05-26
7787,2630,494,1989-12-08,1989-12-08
7788,2631,324,1991-10-28,1991-10-28
7789,2631,4333,2007-01-25,2007-01-25
7790,2632,2320,1980-12-07,1980-12-07
7791,2633,2839,1983-01-14,1983-01-14
7792,2634,103,2013-11-02,2013-11-02
7793,2635,4111,1986-05-05,1986-05-05
7794,2635,3664,1970-02-21,1970-02-21
7795,2635,4736,2000-07-29,2000-07-29
7796,2636,3230,1971-08-15,1971-08-15
7797,2636,1902,1993-04-14,1993-04-14
7798,2636,990,1977-02-03,1977-02-03
7799,2636,3282,1972-03-04,1972-03-04
7800,2637,1793,2019-06-15,2019-06-15
7801,2638,3236,2017-08-28,2017-08-28
7802,2638,1659,1991-10-09,1991-10-09
7803,2638,2782,2008-02-06,2008-02-06
7804,2638,1454,2003-09-11,2003-09-11
7805,2638,2979,2000-04-09,2000-04-09
7806,2639,4537,2011-12-27,2011-12-27
7807,2640,4798,1990-10-03,1990-10-03
7808,2640,1522,2014-02-06,2014-02-06
7809,2640,1343,1984-06-01,1984-06-01
7810,2640,3936,2002-01-15,2002-01-15
7811,2640,36,1997-07-04,1997-07-04
7812,2641,2581,2004-04-05,2004-04-05
7813,2641,516,2004-02-11,2004-02-11
7814,2641,3540,1972-01-07,1972-01-07
7815,2642,38,2014-01-04,2014-01-04
7816,2642,777,2005-02-14,2005-02-14
7817,2642,140,1981-12-16,1981-12-16
7818,2643,2570,1978-08-09,1978-08-09
7819,2643,3944,1990-10-09,1990-10-09
7820,2643,4471,1991-05-01,1991-05-01
7821,2643,4629,1990-08-15,1990-08-15
7822,2643,3648,1995-05-06,1995-05-06
7823,2644,429,2010-06-04,2010-06-04
7824,2644,2708,1981-03-20,1981-03-20
7825,2644,282,2006-11-13,2006-11-13
7826,2644,3454,2005-01-06,2005-01-06
7827,2644,4036,1997-07-13,1997-07-13
7828,2645,1675,2020-10-30,2020-10-30
7829,2645,3896,1983-12-22,1983-12-22
7830,2645,4412,2005-11-03,2005-11-03
7831,2645,689,1979-09-21,1979-09-21
7832,2645,2807,1990-04-26,1990-04-26
7833,2646,4021,2006-09-23,2006-09-23
7834,2646,49,2019-07-09,2019-07-09
7835,2647,2204,1981-02-21,1981-02-21
7836,2647,4234,2008-02-03,2008-02-03
7837,2647,2322,1976-10-29,1976-10-29
7838,2647,2477,2020-04-12,2020-04-12
7839,2647,4704,1997-03-29,1997-03-29
7840,2648,3466,2015-04-07,2015-04-07
7841,2648,698,1981-04-22,1981-04-22
7842,2648,2674,1978-04-03,1978-04-03
7843,2649,2331,1984-03-19,1984-03-19
7844,2649,1177,1973-01-30,1973-01-30
7845,2650,1269,1983-11-07,1983-11-07
7846,2650,205,2011-03-25,2011-03-25
7847,2650,4359,1972-02-08,1972-02-08
7848,2651,4801,1987-03-06,1987-03-06
7849,2651,4416,1972-07-22,1972-07-22
7850,2651,4709,1984-06-25,1984-06-25
7851,2651,4028,1981-08-11,1981-08-11
7852,2651,3585,1993-03-31,1993-03-31
7853,2652,255,2013-11-25,2013-11-25
7854,2652,261,1970-06-26,1970-06-26
7855,2652,974,1985-06-30,1985-06-30
7856,2652,3052,2017-07-07,2017-07-07
7857,2653,147,1981-06-12,1981-06-12
7858,2653,2213,1988-01-15,1988-01-15
7859,2654,745,1992-10-24,1992-10-24
7860,2654,262,1971-09-19,1971-09-19
7861,2654,2933,2020-12-27,2020-12-27
7862,2655,2208,1996-05-20,1996-05-20
7863,2656,4543,1997-01-24,1997-01-24
7864,2656,2203,1976-06-06,1976-06-06
7865,2656,3640,2001-03-23,2001-03-23
7866,2656,1542,2001-10-20,2001-10-20
7867,2657,4274,2008-05-03,2008-05-03
7868,2657,1648,2016-04-21,2016-04-21
7869,2657,2461,2003-05-26,2003-05-26
7870,2658,4812,1986-08-22,1986-08-22
7871,2658,4842,1976-04-19,1976-04-19
7872,2658,1398,1992-02-23,1992-02-23
7873,2659,1575,1977-05-26,1977-05-26
7874,2659,4474,1977-09-09,1977-09-09
7875,2659,825,1971-08-03,1971-08-03
7876,2659,4714,1998-01-11,1998-01-11
7877,2659,4644,2014-02-05,2014-02-05
7878,2660,2829,1996-01-07,1996-01-07
7879,2660,4230,1996-12-29,1996-12-29
7880,2661,4179,2005-10-14,2005-10-14
7881,2661,180,1987-10-08,1987-10-08
7882,2661,4994,1990-12-03,1990-12-03
7883,2662,2975,1991-06-08,1991-06-08
7884,2662,3633,1985-06-18,1985-06-18
7885,2662,3608,1991-02-25,1991-02-25
7886,2663,1816,2009-08-09,2009-08-09
7887,2663,173,2018-11-15,2018-11-15
7888,2663,3511,2009-03-01,2009-03-01
7889,2664,1107,2005-06-27,2005-06-27
7890,2664,1362,1987-05-30,1987-05-30
7891,2664,1280,2000-01-24,2000-01-24
7892,2664,4669,1988-05-26,1988-05-26
7893,2664,1378,2013-10-24,2013-10-24
7894,2665,943,2019-07-27,2019-07-27
7895,2665,621,2005-11-08,2005-11-08
7896,2666,1065,1990-04-13,1990-04-13
7897,2666,4223,1977-10-18,1977-10-18
7898,2667,1982,2001-11-23,2001-11-23
7899,2668,1944,1985-10-08,1985-10-08
7900,2668,573,2004-02-02,2004-02-02
7901,2669,1454,1975-02-17,1975-02-17
7902,2669,1208,2001-11-27,2001-11-27
7903,2669,1584,2005-02-23,2005-02-23
7904,2670,767,1990-05-15,1990-05-15
7905,2670,4614,1973-09-04,1973-09-04
7906,2670,2792,2005-01-26,2005-01-26
7907,2670,224,1986-03-15,1986-03-15
7908,2671,2728,1990-08-02,1990-08-02
7909,2671,948,2001-07-24,2001-07-24
7910,2671,4407,1993-06-02,1993-06-02
7911,2672,1302,2015-07-10,2015-07-10
7912,2672,1745,1991-05-24,1991-05-24
7913,2672,3164,2014-02-07,2014-02-07
7914,2672,2968,1980-04-14,1980-04-14
7915,2673,153,1980-01-11,1980-01-11
7916,2673,2636,1991-11-19,1991-11-19
7917,2673,3312,2009-11-15,2009-11-15
7918,2674,4233,2018-03-20,2018-03-20
7919,2674,4782,2017-03-04,2017-03-04
7920,2674,3876,1971-01-01,1971-01-01
7921,2674,1070,1980-10-04,1980-10-04
7922,2675,1999,2008-12-16,2008-12-16
7923,2675,1023,2002-07-30,2002-07-30
7924,2675,2272,2019-09-03,2019-09-03
7925,2676,791,1999-07-07,1999-07-07
7926,2677,975,1970-07-31,1970-07-31
7927,2678,4529,2016-09-30,2016-09-30
7928,2678,3217,2000-03-03,2000-03-03
7929,2678,2940,1974-07-01,1974-07-01
7930,2678,3467,2014-06-15,2014-06-15
7931,2679,4378,2003-05-03,2003-05-03
7932,2679,904,1983-12-14,1983-12-14
7933,2679,4345,2003-08-15,2003-08-15
7934,2680,1441,2019-09-23,2019-09-23
7935,2680,3217,1981-04-22,1981-04-22
7936,2681,1705,2004-01-02,2004-01-02
7937,2681,2726,1980-11-11,1980-11-11
7938,2681,4034,2010-04-01,2010-04-01
7939,2681,4867,1978-03-09,1978-03-09
7940,2682,4769,1983-01-31,1983-01-31
7941,2682,3686,1970-09-25,1970-09-25
7942,2682,2715,2020-04-29,2020-04-29
7943,2682,2324,1977-05-30,1977-05-30
7944,2683,1611,2004-08-08,2004-08-08
7945,2683,349,2004-06-19,2004-06-19
7946,2683,128,1973-05-02,1973-05-02
7947,2683,1063,2009-01-13,2009-01-13
7948,2683,2907,1983-01-30,1983-01-30
7949,2684,4317,2013-04-01,2013-04-01
7950,2684,1840,1997-09-27,1997-09-27
7951,2684,1346,1980-08-21,1980-08-21
7952,2684,3404,1984-08-08,1984-08-08
7953,2685,4691,1980-09-18,1980-09-18
7954,2685,3688,1982-11-09,1982-11-09
7955,2685,1085,2016-03-03,2016-03-03
7956,2686,1676,2006-04-06,2006-04-06
7957,2687,3269,2008-06-11,2008-06-11
7958,2687,885,1974-03-17,1974-03-17
7959,2688,4750,1982-02-22,1982-02-22
7960,2688,3879,1982-08-13,1982-08-13
7961,2688,2604,1971-06-05,1971-06-05
7962,2688,1630,1997-09-15,1997-09-15
7963,2689,2531,1986-03-01,1986-03-01
7964,2689,4756,2011-03-03,2011-03-03
7965,2689,689,2006-12-02,2006-12-02
7966,2689,197,1991-10-18,1991-10-18
7967,2689,2102,1997-10-28,1997-10-28
7968,2690,1094,1984-12-02,1984-12-02
7969,2690,1624,2009-04-02,2009-04-02
7970,2690,466,2007-12-06,2007-12-06
7971,2690,2641,1988-05-23,1988-05-23
7972,2691,883,2001-12-09,2001-12-09
7973,2692,227,1987-07-23,1987-07-23
7974,2693,1601,1998-06-02,1998-06-02
7975,2694,657,1977-03-26,1977-03-26
7976,2694,1379,2009-03-31,2009-03-31
7977,2694,1436,1996-08-07,1996-08-07
7978,2694,2278,1987-03-06,1987-03-06
7979,2694,3189,2012-10-28,2012-10-28
7980,2695,4177,2005-10-10,2005-10-10
7981,2695,2237,1971-03-21,1971-03-21
7982,2695,2390,2004-07-17,2004-07-17
7983,2696,3670,2000-08-02,2000-08-02
7984,2696,343,1975-05-29,1975-05-29
7985,2696,1147,1988-12-29,1988-12-29
7986,2696,4887,1976-08-11,1976-08-11
7987,2696,3017,1991-09-07,1991-09-07
7988,2697,1364,1980-11-25,1980-11-25
7989,2697,2189,2004-07-27,2004-07-27
7990,2698,4933,2013-03-19,2013-03-19
7991,2698,2065,1990-02-18,1990-02-18
7992,2699,1249,1980-12-13,1980-12-13
7993,2700,2381,2012-01-17,2012-01-17
7994,2700,2554,2005-01-03,2005-01-03
7995,2700,1844,1980-09-04,1980-09-04
7996,2701,4182,1995-12-12,1995-12-12
7997,2701,1591,2008-01-21,2008-01-21
7998,2702,3641,1971-03-23,1971-03-23
7999,2702,1738,1981-06-09,1981-06-09
8000,2703,1982,2017-03-15,2017-03-15
8001,2704,2809,1974-01-27,1974-01-27
8002,2704,4130,2019-05-21,2019-05-21
8003,2705,1288,2008-11-16,2008-11-16
8004,2705,2241,1986-08-01,1986-08-01
8005,2705,3387,1994-03-02,1994-03-02
8006,2705,4339,1983-02-22,1983-02-22
8007,2706,1932,2003-09-09,2003-09-09
8008,2707,585,1990-02-22,1990-02-22
8009,2707,2210,2002-09-30,2002-09-30
8010,2707,3473,1977-07-08,1977-07-08
8011,2708,2090,2016-03-10,2016-03-10
8012,2708,24,2007-07-16,2007-07-16
8013,2709,1283,1986-02-14,1986-02-14
8014,2710,4506,1975-06-24,1975-06-24
8015,2710,3944,1982-02-09,1982-02-09
8016,2711,3931,2013-01-16,2013-01-16
8017,2711,4120,2005-03-15,2005-03-15
8018,2711,2224,1982-12-01,1982-12-01
8019,2712,2993,2002-07-22,2002-07-22
8020,2713,1428,1986-08-16,1986-08-16
8021,2713,4631,2003-01-17,2003-01-17
8022,2714,1157,1991-11-24,1991-11-24
8023,2714,1759,1974-08-26,1974-08-26
8024,2714,2021,1989-03-06,1989-03-06
8025,2714,4369,1992-12-03,1992-12-03
8026,2715,1039,1999-05-13,1999-05-13
8027,2716,3759,1984-08-12,1984-08-12
8028,2716,2688,1977-01-20,1977-01-20
8029,2717,227,1982-05-26,1982-05-26
8030,2717,3985,1989-05-06,1989-05-06
8031,2717,1741,1972-09-14,1972-09-14
8032,2718,2652,2006-11-03,2006-11-03
8033,2719,2534,1994-06-18,1994-06-18
8034,2720,1094,2006-12-01,2006-12-01
8035,2721,3506,2020-12-01,2020-12-01
8036,2722,174,1982-08-07,1982-08-07
8037,2722,426,2015-10-08,2015-10-08
8038,2723,1392,1978-12-10,1978-12-10
8039,2723,2178,1992-08-31,1992-08-31
8040,2724,1270,1974-02-14,1974-02-14
8041,2724,2476,1972-01-28,1972-01-28
8042,2725,2934,2018-10-21,2018-10-21
8043,2725,1470,1972-07-18,1972-07-18
8044,2726,1226,1996-02-15,1996-02-15
8045,2727,4611,1985-04-25,1985-04-25
8046,2727,3397,2014-07-23,2014-07-23
8047,2727,2955,2019-06-01,2019-06-01
8048,2727,4133,1978-01-28,1978-01-28
8049,2727,4427,2006-11-10,2006-11-10
8050,2728,4844,1990-07-10,1990-07-10
8051,2728,2829,1986-03-08,1986-03-08
8052,2728,351,1987-10-20,1987-10-20
8053,2728,1248,2015-05-21,2015-05-21
8054,2728,2577,1983-08-12,1983-08-12
8055,2729,1582,2011-12-14,2011-12-14
8056,2729,1777,2004-06-26,2004-06-26
8057,2730,1778,1981-11-08,1981-11-08
8058,2730,820,2005-07-12,2005-07-12
8059,2730,509,1987-06-03,1987-06-03
8060,2731,200,1980-03-24,1980-03-24
8061,2731,3974,2020-05-18,2020-05-18
8062,2731,4805,1988-05-13,1988-05-13
8063,2731,2179,2012-12-13,2012-12-13
8064,2731,487,2004-05-22,2004-05-22
8065,2732,2860,1992-02-12,1992-02-12
8066,2732,2320,2017-12-07,2017-12-07
8067,2733,102,1979-11-08,1979-11-08
8068,2733,2084,1978-06-14,1978-06-14
8069,2733,1113,2018-02-27,2018-02-27
8070,2734,2911,2008-11-22,2008-11-22
8071,2734,2705,1994-06-09,1994-06-09
8072,2734,879,2003-05-24,2003-05-24
8073,2734,3251,1971-12-16,1971-12-16
8074,2735,4933,1985-12-31,1985-12-31
8075,2735,4309,1981-08-24,1981-08-24
8076,2735,4268,2017-02-12,2017-02-12
8077,2736,1259,1981-08-21,1981-08-21
8078,2736,550,2000-01-15,2000-01-15
8079,2736,436,1989-09-14,1989-09-14
8080,2736,859,1977-12-30,1977-12-30
8081,2736,57,1996-03-28,1996-03-28
8082,2737,406,1979-10-10,1979-10-10
8083,2738,1225,2011-05-24,2011-05-24
8084,2739,3342,2013-03-24,2013-03-24
8085,2740,4852,1993-07-06,1993-07-06
8086,2741,472,2017-07-10,2017-07-10
8087,2741,4030,1983-03-17,1983-03-17
8088,2741,2469,1986-03-17,1986-03-17
8089,2741,3429,2003-09-21,2003-09-21
8090,2742,3566,1993-11-25,1993-11-25
8091,2742,3612,1971-02-03,1971-02-03
8092,2742,2137,1992-10-21,1992-10-21
8093,2742,4660,2001-12-24,2001-12-24
8094,2743,4523,2010-11-27,2010-11-27
8095,2743,455,1996-10-30,1996-10-30
8096,2743,2587,2020-05-24,2020-05-24
8097,2743,3652,1996-05-11,1996-05-11
8098,2743,3338,2002-01-05,2002-01-05
8099,2744,2677,1998-04-17,1998-04-17
8100,2744,3656,1977-03-26,1977-03-26
8101,2744,3461,2018-04-05,2018-04-05
8102,2744,1206,2002-04-22,2002-04-22
8103,2744,1469,1997-09-18,1997-09-18
8104,2745,4064,1994-08-21,1994-08-21
8105,2745,77,2014-10-27,2014-10-27
8106,2745,2687,2013-07-22,2013-07-22
8107,2745,4144,1994-08-05,1994-08-05
8108,2745,1145,1980-03-18,1980-03-18
8109,2746,782,1975-05-22,1975-05-22
8110,2746,4658,1985-06-14,1985-06-14
8111,2746,2985,2018-08-15,2018-08-15
8112,2746,2579,1983-04-30,1983-04-30
8113,2746,596,2018-02-08,2018-02-08
8114,2747,7,2016-12-31,2016-12-31
8115,2747,4835,2009-05-21,2009-05-21
8116,2747,3554,1980-11-20,1980-11-20
8117,2747,3015,1971-10-21,1971-10-21
8118,2748,4028,1974-05-23,1974-05-23
8119,2748,1740,1990-11-27,1990-11-27
8120,2748,1259,2008-11-13,2008-11-13
8121,2749,3899,2000-07-08,2000-07-08
8122,2750,3362,1988-11-26,1988-11-26
8123,2750,4195,1995-05-28,1995-05-28
8124,2751,4561,2015-12-14,2015-12-14
8125,2751,4792,1999-08-25,1999-08-25
8126,2751,893,2007-08-15,2007-08-15
8127,2752,3690,1970-12-19,1970-12-19
8128,2752,3981,2008-02-19,2008-02-19
8129,2752,3993,1986-05-10,1986-05-10
8130,2753,1804,2000-07-03,2000-07-03
8131,2753,1312,1992-02-10,1992-02-10
8132,2753,434,2000-06-26,2000-06-26
8133,2753,1256,1979-06-13,1979-06-13
8134,2754,39,1999-06-23,1999-06-23
8135,2754,2853,2011-03-15,2011-03-15
8136,2755,502,1998-08-05,1998-08-05
8137,2756,70,1998-02-20,1998-02-20
8138,2756,873,2002-10-26,2002-10-26
8139,2756,1866,2007-07-23,2007-07-23
8140,2756,4508,1986-01-15,1986-01-15
8141,2757,2712,1995-04-11,1995-04-11
8142,2757,1840,2015-09-06,2015-09-06
8143,2758,1995,1992-10-18,1992-10-18
8144,2759,261,1990-09-02,1990-09-02
8145,2759,320,1979-06-03,1979-06-03
8146,2759,2073,1999-09-13,1999-09-13
8147,2759,663,1975-12-31,1975-12-31
8148,2759,4982,1995-05-21,1995-05-21
8149,2760,4519,1990-12-22,1990-12-22
8150,2760,303,1985-03-11,1985-03-11
8151,2760,3837,2002-08-22,2002-08-22
8152,2760,742,2007-10-30,2007-10-30
8153,2760,4290,1996-08-29,1996-08-29
8154,2761,1723,1991-05-06,1991-05-06
8155,2761,1661,1985-03-07,1985-03-07
8156,2761,798,1974-05-21,1974-05-21
8157,2762,4285,1982-08-12,1982-08-12
8158,2762,2915,1978-11-15,1978-11-15
8159,2762,4082,1981-01-26,1981-01-26
8160,2762,1349,1974-03-17,1974-03-17
8161,2763,1797,1988-06-27,1988-06-27
8162,2763,1356,2003-06-12,2003-06-12
8163,2763,1099,2014-02-11,2014-02-11
8164,2763,7,1973-09-09,1973-09-09
8165,2764,981,2000-10-08,2000-10-08
8166,2764,196,2020-01-04,2020-01-04
8167,2764,3531,1985-09-30,1985-09-30
8168,2764,3879,1995-11-05,1995-11-05
8169,2764,4056,1985-07-27,1985-07-27
8170,2765,1062,1992-11-13,1992-11-13
8171,2765,71,1971-08-10,1971-08-10
8172,2765,391,2005-03-30,2005-03-30
8173,2765,480,1985-12-22,1985-12-22
8174,2765,2994,1979-12-23,1979-12-23
8175,2766,3444,2002-04-25,2002-04-25
8176,2766,4654,1980-12-15,1980-12-15
8177,2767,3746,1973-02-05,1973-02-05
8178,2767,557,2004-09-05,2004-09-05
8179,2767,4102,1981-11-23,1981-11-23
8180,2767,2537,1976-03-14,1976-03-14
8181,2767,1841,1975-01-16,1975-01-16
8182,2768,3440,1992-09-11,1992-09-11
8183,2768,1503,1997-04-08,1997-04-08
8184,2769,3667,2013-05-20,2013-05-20
8185,2769,4043,2005-04-27,2005-04-27
8186,2769,4042,1970-06-27,1970-06-27
8187,2769,650,2009-06-04,2009-06-04
8188,2770,3840,1970-01-24,1970-01-24
8189,2770,1614,1993-09-06,1993-09-06
8190,2771,1799,1977-09-29,1977-09-29
8191,2771,4761,1989-10-25,1989-10-25
8192,2771,478,2012-05-01,2012-05-01
8193,2771,2389,2012-01-19,2012-01-19
8194,2771,4377,1970-06-28,1970-06-28
8195,2772,2428,1988-03-01,1988-03-01
8196,2772,2350,2000-10-05,2000-10-05
8197,2772,333,1999-05-18,1999-05-18
8198,2772,238,1994-11-05,1994-11-05
8199,2773,1363,2001-09-21,2001-09-21
8200,2774,3596,1988-09-27,1988-09-27
8201,2774,4967,2018-05-02,2018-05-02
8202,2775,873,1993-02-16,1993-02-16
8203,2776,4032,1990-07-01,1990-07-01
8204,2776,4754,2019-08-15,2019-08-15
8205,2776,3655,2008-01-04,2008-01-04
8206,2776,537,2004-02-26,2004-02-26
8207,2776,1275,2002-01-05,2002-01-05
8208,2777,1229,2004-06-24,2004-06-24
8209,2777,2541,1982-04-30,1982-04-30
8210,2777,2113,1985-06-12,1985-06-12
8211,2778,1680,1992-02-16,1992-02-16
8212,2778,554,1980-08-16,1980-08-16
8213,2779,1136,2020-10-19,2020-10-19
8214,2779,4980,1986-03-13,1986-03-13
8215,2779,361,2005-07-03,2005-07-03
8216,2780,4242,1979-09-02,1979-09-02
8217,2780,4861,2007-07-13,2007-07-13
8218,2780,2903,1995-11-19,1995-11-19
8219,2781,4403,1972-07-09,1972-07-09
8220,2781,2322,1974-11-07,1974-11-07
8221,2781,1975,1992-08-08,1992-08-08
8222,2781,2795,2013-07-31,2013-07-31
8223,2782,3242,1976-09-05,1976-09-05
8224,2782,3905,1971-04-01,1971-04-01
8225,2783,3860,1988-07-30,1988-07-30
8226,2783,2359,1979-02-22,1979-02-22
8227,2784,650,1978-10-14,1978-10-14
8228,2784,1173,1989-02-18,1989-02-18
8229,2784,3969,1992-12-29,1992-12-29
8230,2785,2272,1990-03-07,1990-03-07
8231,2785,1562,2014-03-09,2014-03-09
8232,2785,1643,2008-11-21,2008-11-21
8233,2785,591,1977-04-24,1977-04-24
8234,2786,3535,1982-04-19,1982-04-19
8235,2786,312,1999-10-01,1999-10-01
8236,2787,3328,1984-11-04,1984-11-04
8237,2787,3006,2009-12-04,2009-12-04
8238,2787,1931,2002-04-16,2002-04-16
8239,2787,2216,2007-10-22,2007-10-22
8240,2787,192,1983-05-16,1983-05-16
8241,2788,2888,1998-01-17,1998-01-17
8242,2788,3776,1981-09-26,1981-09-26
8243,2789,2056,2004-06-22,2004-06-22
8244,2789,1087,1984-10-12,1984-10-12
8245,2789,3467,2011-11-28,2011-11-28
8246,2789,3514,1980-06-23,1980-06-23
8247,2789,2569,2018-09-26,2018-09-26
8248,2790,3057,1992-10-02,1992-10-02
8249,2790,140,1982-09-12,1982-09-12
8250,2791,371,1984-03-22,1984-03-22
8251,2791,4146,1970-09-06,1970-09-06
8252,2791,126,1986-12-26,1986-12-26
8253,2792,107,2020-04-29,2020-04-29
8254,2792,1741,1988-12-17,1988-12-17
8255,2792,4760,1998-12-04,1998-12-04
8256,2792,1460,1996-04-03,1996-04-03
8257,2792,2153,1998-11-18,1998-11-18
8258,2793,4846,1973-08-26,1973-08-26
8259,2794,1982,1985-07-17,1985-07-17
8260,2795,93,1986-02-18,1986-02-18
