id,u_id,b_id,created_at,upated_at
6565,2165,3914,1990-07-09,1990-07-09
6566,2165,3472,2008-11-15,2008-11-15
6567,2166,3296,2000-05-24,2000-05-24
6568,2166,1832,1972-08-21,1972-08-21
6569,2167,2990,1976-02-22,1976-02-22
6570,2167,4568,2000-03-05,2000-03-05
6571,2167,561,1974-04-10,1974-04-10
6572,2167,2538,2011-11-20,2011-11-20
6573,2168,1940,2013-08-02,2013-08-02
6574,2168,4622,1987-10-24,1987-10-24
6575,2168,1385,2011-02-02,2011-02-02
6576,2168,525,1971-03-03,1971-03-03
6577,2168,3103,1975-10-14,1975-10-14
6578,2169,2278,2012-07-12,2012-07-12
6579,2169,3488,1978-12-08,1978-12-08
6580,2169,1524,2010-08-21,2010-08-21
6581,2170,3447,1998-11-14,1998-11-14
6582,2170,1664,2011-04-13,2011-04-13
6583,2170,1591,1972-11-10,1972-11-10
6584,2170,3140,2016-10-15,2016-10-15
6585,2170,3395,2008-07-12,2008-07-12
6586,2171,2374,1989-01-04,1989-01-04
6587,2172,4516,2003-10-15,2003-10-15
6588,2172,4995,2017-02-18,2017-02-18
6589,2172,2313,2005-08-24,2005-08-24
6590,2172,3200,1999-04-07,1999-04-07
6591,2172,297,1985-04-25,1985-04-25
6592,2173,910,1984-11-14,1984-11-14
6593,2173,4181,2002-06-06,2002-06-06
6594,2173,3937,2011-01-12,2011-01-12
6595,2173,4242,2014-01-01,2014-01-01
6596,2173,4402,2002-08-05,2002-08-05
6597,2174,999,1975-12-16,1975-12-16
6598,2174,2963,1995-09-19,1995-09-19
6599,2174,4850,2012-06-26,2012-06-26
6600,2174,1,1982-10-10,1982-10-10
6601,2175,3194,2006-02-11,2006-02-11
6602,2175,1114,1987-06-27,1987-06-27
6603,2175,3887,1984-12-09,1984-12-09
6604,2175,1489,1972-09-19,1972-09-19
6605,2176,2589,2015-02-04,2015-02-04
6606,2176,743,2004-10-20,2004-10-20
6607,2176,3621,1989-05-16,1989-05-16
6608,2177,2116,1987-10-01,1987-10-01
6609,2177,318,1998-05-21,1998-05-21
6610,2177,1918,1978-06-16,1978-06-16
6611,2178,3310,1990-05-31,1990-05-31
6612,2178,4789,1979-10-21,1979-10-21
6613,2178,4742,2015-01-27,2015-01-27
6614,2179,2465,2009-06-16,2009-06-16
6615,2179,905,1971-03-04,1971-03-04
6616,2179,1867,2007-01-14,2007-01-14
6617,2179,4170,2020-03-15,2020-03-15
6618,2179,618,2017-05-02,2017-05-02
6619,2180,186,1986-12-10,1986-12-10
6620,2181,4281,2015-12-04,2015-12-04
6621,2182,2869,1997-08-20,1997-08-20
6622,2182,1658,2000-06-29,2000-06-29
6623,2182,1795,2018-06-17,2018-06-17
6624,2182,2539,1970-03-23,1970-03-23
6625,2182,2854,2006-12-27,2006-12-27
6626,2183,4751,1984-02-28,1984-02-28
6627,2183,1666,1999-04-25,1999-04-25
6628,2183,910,2018-06-28,2018-06-28
6629,2183,251,1995-06-24,1995-06-24
6630,2183,4088,2005-04-10,2005-04-10
6631,2184,2772,2000-12-08,2000-12-08
6632,2184,3216,1984-11-04,1984-11-04
6633,2184,712,2018-05-24,2018-05-24
6634,2184,4954,2011-11-29,2011-11-29
6635,2185,3399,1999-06-05,1999-06-05
6636,2186,1958,1977-06-08,1977-06-08
6637,2187,4305,1984-06-12,1984-06-12
6638,2187,3958,2017-09-05,2017-09-05
6639,2187,664,2018-02-21,2018-02-21
6640,2187,4635,1976-04-06,1976-04-06
6641,2187,4872,1974-06-22,1974-06-22
6642,2188,3310,2000-12-23,2000-12-23
6643,2188,2110,2010-12-28,2010-12-28
6644,2188,735,2010-11-20,2010-11-20
6645,2188,1935,2009-10-04,2009-10-04
6646,2188,4505,1999-05-14,1999-05-14
6647,2189,3,2006-10-24,2006-10-24
6648,2189,1994,2002-08-19,2002-08-19
6649,2189,2678,2019-01-04,2019-01-04
6650,2189,814,1975-02-12,1975-02-12
6651,2189,4604,2000-06-27,2000-06-27
6652,2190,4342,1994-04-12,1994-04-12
6653,2191,1364,1997-06-27,1997-06-27
6654,2191,2586,2002-03-28,2002-03-28
6655,2192,1645,1981-10-31,1981-10-31
6656,2193,3548,1982-03-17,1982-03-17
6657,2193,2738,1977-07-11,1977-07-11
6658,2193,4969,1979-11-14,1979-11-14
6659,2194,509,2005-12-13,2005-12-13
6660,2194,3574,1971-04-03,1971-04-03
6661,2194,4539,1981-07-21,1981-07-21
6662,2194,2302,2016-06-29,2016-06-29
6663,2194,3690,1984-02-22,1984-02-22
6664,2195,3955,1987-12-10,1987-12-10
6665,2195,527,1976-07-30,1976-07-30
6666,2195,2820,1987-07-30,1987-07-30
6667,2196,930,2014-07-28,2014-07-28
6668,2197,197,1971-12-07,1971-12-07
6669,2197,2141,2003-07-30,2003-07-30
6670,2197,2029,1972-11-22,1972-11-22
6671,2197,4123,1983-02-18,1983-02-18
6672,2197,1056,1974-06-20,1974-06-20
6673,2198,4700,1999-10-06,1999-10-06
6674,2198,4903,1972-09-29,1972-09-29
6675,2198,3722,1975-05-27,1975-05-27
6676,2198,3457,1972-01-17,1972-01-17
6677,2199,1915,2011-04-16,2011-04-16
6678,2199,3468,2010-09-22,2010-09-22
6679,2199,1138,2014-11-03,2014-11-03
6680,2199,1934,2015-08-16,2015-08-16
6681,2199,3128,2003-03-12,2003-03-12
6682,2200,3277,1984-08-06,1984-08-06
6683,2200,3430,1973-11-13,1973-11-13
6684,2200,1288,1980-03-09,1980-03-09
6685,2201,2794,1987-05-06,1987-05-06
6686,2202,3222,1990-10-03,1990-10-03
6687,2203,961,1996-05-21,1996-05-21
6688,2203,3417,1973-03-30,1973-03-30
6689,2204,3112,1971-08-13,1971-08-13
6690,2204,1515,2019-03-26,2019-03-26
6691,2204,157,1981-01-06,1981-01-06
6692,2204,3778,1979-12-10,1979-12-10
6693,2204,2392,1997-10-15,1997-10-15
6694,2205,3726,1993-09-27,1993-09-27
6695,2206,3466,2004-03-29,2004-03-29
6696,2207,1675,1983-02-22,1983-02-22
6697,2208,1254,1990-06-04,1990-06-04
6698,2208,627,1989-09-02,1989-09-02
6699,2208,2576,2002-05-24,2002-05-24
6700,2208,1480,2006-01-12,2006-01-12
6701,2208,1087,1998-08-22,1998-08-22
6702,2209,1316,1999-07-18,1999-07-18
6703,2210,1327,1997-04-07,1997-04-07
6704,2211,2214,2005-11-28,2005-11-28
6705,2211,3155,1993-03-21,1993-03-21
6706,2211,3287,1992-03-10,1992-03-10
6707,2211,3553,1995-06-01,1995-06-01
6708,2212,2775,1988-11-25,1988-11-25
6709,2212,230,2005-03-20,2005-03-20
6710,2212,778,1990-05-07,1990-05-07
6711,2213,242,1987-05-19,1987-05-19
6712,2213,3061,2007-02-26,2007-02-26
6713,2213,4427,1990-04-21,1990-04-21
6714,2214,166,2016-06-24,2016-06-24
6715,2214,1795,1976-05-21,1976-05-21
6716,2215,1529,1998-01-26,1998-01-26
6717,2216,1618,1996-12-22,1996-12-22
6718,2217,4497,2011-03-03,2011-03-03
6719,2217,2319,1973-01-22,1973-01-22
6720,2217,1937,1985-06-22,1985-06-22
6721,2217,4283,1986-01-04,1986-01-04
6722,2218,856,1970-11-06,1970-11-06
6723,2218,764,2000-05-25,2000-05-25
6724,2218,504,1998-08-04,1998-08-04
6725,2218,3500,1988-02-18,1988-02-18
6726,2219,4546,1984-03-13,1984-03-13
6727,2219,1344,1997-04-07,1997-04-07
6728,2220,644,1991-09-22,1991-09-22
6729,2221,3126,1984-12-04,1984-12-04
6730,2221,928,2003-01-30,2003-01-30
6731,2221,4694,2008-02-08,2008-02-08
6732,2222,4505,1984-07-29,1984-07-29
6733,2222,4574,1973-10-17,1973-10-17
6734,2222,487,1997-09-15,1997-09-15
6735,2222,212,1995-06-12,1995-06-12
6736,2222,818,1973-11-26,1973-11-26
6737,2223,2795,1998-10-23,1998-10-23
6738,2223,3552,1990-01-08,1990-01-08
6739,2223,665,2002-04-24,2002-04-24
6740,2223,1660,1987-05-01,1987-05-01
6741,2224,2490,2018-05-03,2018-05-03
6742,2224,4318,1972-11-18,1972-11-18
6743,2224,4483,1980-03-21,1980-03-21
6744,2224,745,2000-03-23,2000-03-23
6745,2225,1808,2007-09-28,2007-09-28
6746,2225,1778,2004-05-02,2004-05-02
6747,2225,1704,2018-11-15,2018-11-15
6748,2225,2918,1989-04-25,1989-04-25
6749,2226,3010,1974-02-27,1974-02-27
6750,2226,746,1979-10-14,1979-10-14
6751,2226,1290,1998-11-02,1998-11-02
6752,2227,4414,1995-09-20,1995-09-20
6753,2227,1849,1981-08-12,1981-08-12
6754,2227,2313,1998-10-23,1998-10-23
6755,2228,2457,1976-04-05,1976-04-05
6756,2228,3306,1975-07-11,1975-07-11
6757,2228,4049,2005-10-22,2005-10-22
6758,2228,4890,2001-07-09,2001-07-09
6759,2229,3352,2003-05-31,2003-05-31
6760,2230,4637,1988-12-25,1988-12-25
6761,2230,455,1976-11-28,1976-11-28
6762,2230,178,2014-03-25,2014-03-25
6763,2231,488,1994-09-17,1994-09-17
6764,2231,4412,1989-08-27,1989-08-27
6765,2231,3206,2000-08-06,2000-08-06
6766,2231,3495,2016-03-05,2016-03-05
6767,2231,2013,2006-08-16,2006-08-16
6768,2232,4261,1999-07-24,1999-07-24
6769,2233,3436,2019-03-12,2019-03-12
6770,2233,3209,2010-12-12,2010-12-12
6771,2233,1034,2000-02-06,2000-02-06
6772,2233,3973,1994-08-22,1994-08-22
6773,2233,685,2018-11-11,2018-11-11
6774,2234,2207,1995-06-28,1995-06-28
6775,2234,4987,1974-06-02,1974-06-02
6776,2235,2066,1973-05-18,1973-05-18
6777,2236,2363,1996-12-13,1996-12-13
6778,2236,3212,2018-04-30,2018-04-30
6779,2236,540,1976-01-13,1976-01-13
6780,2237,3328,1998-06-18,1998-06-18
6781,2237,2906,2014-04-28,2014-04-28
6782,2237,4873,1974-07-17,1974-07-17
6783,2237,4231,2006-09-04,2006-09-04
6784,2237,1559,1990-02-20,1990-02-20
6785,2238,1130,1978-10-13,1978-10-13
6786,2239,3340,1997-11-25,1997-11-25
6787,2240,1342,2000-10-20,2000-10-20
6788,2240,4928,1997-11-28,1997-11-28
6789,2240,1699,2003-04-04,2003-04-04
6790,2241,3768,2012-09-08,2012-09-08
6791,2241,270,2009-01-13,2009-01-13
6792,2241,4996,2005-10-28,2005-10-28
6793,2241,2821,2014-09-30,2014-09-30
6794,2242,1571,2000-10-01,2000-10-01
6795,2242,4548,1999-02-04,1999-02-04
6796,2242,4290,2007-02-09,2007-02-09
6797,2243,605,2018-04-17,2018-04-17
6798,2243,2828,1978-07-10,1978-07-10
6799,2243,982,2005-02-14,2005-02-14
6800,2244,3066,2013-11-13,2013-11-13
6801,2244,3183,2007-02-22,2007-02-22
6802,2244,1189,1985-07-03,1985-07-03
6803,2244,1342,2015-03-15,2015-03-15
6804,2245,2294,1999-03-31,1999-03-31
6805,2245,3208,2004-09-21,2004-09-21
6806,2246,3054,1991-11-19,1991-11-19
6807,2246,783,1980-04-08,1980-04-08
6808,2246,1661,2008-08-26,2008-08-26
6809,2246,4352,2019-12-26,2019-12-26
6810,2246,3923,1995-04-02,1995-04-02
6811,2247,1673,1977-08-06,1977-08-06
6812,2247,4130,1982-10-15,1982-10-15
6813,2247,2883,1974-11-01,1974-11-01
6814,2247,3671,2020-10-26,2020-10-26
6815,2247,4895,2016-12-05,2016-12-05
6816,2248,4938,2011-07-15,2011-07-15
6817,2248,2037,1998-08-18,1998-08-18
6818,2249,456,2007-01-13,2007-01-13
6819,2249,1892,2005-11-17,2005-11-17
6820,2249,4441,1975-01-26,1975-01-26
6821,2250,3842,1994-03-13,1994-03-13
6822,2250,1656,1978-08-11,1978-08-11
6823,2250,4163,1978-08-15,1978-08-15
6824,2250,913,1993-11-09,1993-11-09
6825,2251,3182,2007-11-07,2007-11-07
6826,2251,4546,1989-05-06,1989-05-06
6827,2252,2062,2001-11-28,2001-11-28
6828,2253,378,2002-12-28,2002-12-28
6829,2253,155,1975-03-11,1975-03-11
6830,2254,3463,2016-05-25,2016-05-25
6831,2255,4375,1981-07-15,1981-07-15
6832,2255,3380,2017-02-02,2017-02-02
6833,2256,2017,1989-05-25,1989-05-25
6834,2256,4669,1970-08-12,1970-08-12
6835,2257,4978,1974-10-27,1974-10-27
6836,2257,1752,2002-09-26,2002-09-26
6837,2257,2226,2006-10-19,2006-10-19
6838,2258,2225,2008-08-23,2008-08-23
6839,2259,3571,1992-05-07,1992-05-07
6840,2259,3156,2002-07-24,2002-07-24
6841,2259,472,1986-04-17,1986-04-17
6842,2259,4152,1989-12-04,1989-12-04
6843,2259,158,1996-02-26,1996-02-26
6844,2260,3177,2015-01-07,2015-01-07
6845,2260,4799,1971-07-21,1971-07-21
6846,2261,2376,2005-03-06,2005-03-06
6847,2261,4436,2002-05-30,2002-05-30
6848,2261,4850,1988-05-04,1988-05-04
6849,2261,2933,1986-06-20,1986-06-20
6850,2262,546,1999-05-26,1999-05-26
6851,2263,1719,2010-06-28,2010-06-28
6852,2264,256,2019-09-07,2019-09-07
6853,2265,5001,2005-04-29,2005-04-29
6854,2266,880,2015-09-27,2015-09-27
6855,2267,3561,1999-11-26,1999-11-26
6856,2267,3042,1974-09-13,1974-09-13
6857,2267,3610,2011-06-12,2011-06-12
6858,2267,4033,1993-08-12,1993-08-12
6859,2267,3273,1974-10-18,1974-10-18
6860,2268,1495,1998-11-25,1998-11-25
6861,2268,73,1976-07-18,1976-07-18
6862,2268,2510,1994-11-10,1994-11-10
6863,2269,142,1999-06-23,1999-06-23
6864,2270,909,1993-03-20,1993-03-20
6865,2270,1283,2000-12-04,2000-12-04
6866,2270,3915,1996-08-04,1996-08-04
6867,2271,3205,2015-02-06,2015-02-06
6868,2271,1388,1991-06-04,1991-06-04
6869,2271,4580,1984-06-24,1984-06-24
6870,2271,4528,2017-03-12,2017-03-12
6871,2271,2832,2020-02-23,2020-02-23
6872,2272,3790,1982-10-31,1982-10-31
6873,2273,3226,1996-02-17,1996-02-17
6874,2273,3857,1989-05-05,1989-05-05
6875,2273,4586,1995-01-12,1995-01-12
6876,2273,207,2019-08-06,2019-08-06
6877,2273,164,2015-09-23,2015-09-23
6878,2274,1345,1983-07-09,1983-07-09
6879,2274,1208,1986-12-07,1986-12-07
6880,2274,1786,1976-05-13,1976-05-13
6881,2274,489,1987-05-26,1987-05-26
6882,2274,3643,1999-11-18,1999-11-18
6883,2275,1868,2010-09-01,2010-09-01
6884,2275,3690,1995-12-30,1995-12-30
6885,2276,2390,1977-02-18,1977-02-18
6886,2277,3881,1982-05-21,1982-05-21
6887,2278,1107,1970-11-29,1970-11-29
6888,2279,4781,1971-01-23,1971-01-23
6889,2280,1209,2009-11-24,2009-11-24
6890,2280,3614,1973-12-23,1973-12-23
6891,2280,916,2018-12-23,2018-12-23
6892,2280,4942,2006-05-26,2006-05-26
6893,2280,3370,1990-05-05,1990-05-05
6894,2281,2960,2008-03-13,2008-03-13
6895,2281,3420,1977-11-14,1977-11-14
6896,2282,3579,1995-08-01,1995-08-01
6897,2282,2886,1970-07-23,1970-07-23
6898,2282,3308,2010-08-05,2010-08-05
6899,2282,1038,1982-09-26,1982-09-26
6900,2283,1353,2019-05-26,2019-05-26
6901,2283,3864,1995-12-16,1995-12-16
6902,2284,1675,2017-10-28,2017-10-28
6903,2284,3433,1993-01-28,1993-01-28
6904,2284,4486,2015-11-23,2015-11-23
6905,2284,4125,1994-10-15,1994-10-15
6906,2285,1132,2017-12-26,2017-12-26
6907,2286,4772,1997-05-26,1997-05-26
6908,2286,1426,2014-09-01,2014-09-01
6909,2286,2989,1981-10-05,1981-10-05
6910,2287,2210,1987-11-24,1987-11-24
6911,2287,1323,1977-10-28,1977-10-28
6912,2287,412,1990-03-03,1990-03-03
6913,2287,3015,2005-08-20,2005-08-20
6914,2288,4891,1980-09-09,1980-09-09
6915,2288,3821,2001-09-02,2001-09-02
6916,2289,151,2007-01-16,2007-01-16
6917,2290,2802,1998-12-13,1998-12-13
6918,2290,4625,1973-01-16,1973-01-16
6919,2291,3014,1974-09-24,1974-09-24
6920,2291,1434,1993-03-29,1993-03-29
6921,2291,688,2016-05-27,2016-05-27
6922,2292,4748,2017-07-02,2017-07-02
6923,2292,1443,1973-09-23,1973-09-23
6924,2292,4782,2011-12-19,2011-12-19
6925,2293,2219,2009-08-04,2009-08-04
6926,2293,1727,1988-06-24,1988-06-24
6927,2293,723,1972-09-10,1972-09-10
6928,2294,1132,2002-09-24,2002-09-24
6929,2294,3209,1973-10-10,1973-10-10
6930,2294,4617,1996-09-30,1996-09-30
6931,2295,4016,2018-12-31,2018-12-31
6932,2295,3535,1988-05-09,1988-05-09
6933,2295,48,2011-05-03,2011-05-03
6934,2295,2327,1984-10-01,1984-10-01
6935,2295,272,1998-11-01,1998-11-01
6936,2296,787,1989-06-23,1989-06-23
6937,2296,2112,1993-09-12,1993-09-12
6938,2296,1424,2002-12-15,2002-12-15
6939,2297,4630,1990-04-23,1990-04-23
6940,2298,2942,2017-09-19,2017-09-19
6941,2299,3983,1990-12-21,1990-12-21
6942,2299,4851,1988-02-20,1988-02-20
6943,2299,3750,2020-06-12,2020-06-12
6944,2300,1004,1975-08-28,1975-08-28
6945,2300,3588,1972-02-25,1972-02-25
6946,2300,4190,1980-02-28,1980-02-28
6947,2300,1896,2005-08-07,2005-08-07
6948,2301,1260,2012-10-12,2012-10-12
6949,2301,3345,1992-07-24,1992-07-24
6950,2301,562,1990-12-12,1990-12-12
6951,2302,167,1976-09-18,1976-09-18
6952,2302,3353,2002-11-08,2002-11-08
6953,2302,4301,2015-01-22,2015-01-22
6954,2302,2020,2009-05-24,2009-05-24
6955,2302,2955,1988-07-26,1988-07-26
6956,2303,3155,1982-07-26,1982-07-26
6957,2303,899,2010-03-16,2010-03-16
6958,2303,3343,2011-10-12,2011-10-12
6959,2303,4399,2015-09-10,2015-09-10
6960,2304,4063,2007-08-27,2007-08-27
6961,2304,3276,2002-01-10,2002-01-10
6962,2304,327,2016-08-24,2016-08-24
6963,2305,3317,2015-02-03,2015-02-03
6964,2306,2248,2011-05-18,2011-05-18
6965,2306,1793,1970-09-28,1970-09-28
6966,2306,808,1986-01-28,1986-01-28
6967,2307,1875,2006-08-05,2006-08-05
6968,2308,2549,1985-05-09,1985-05-09
6969,2308,1819,1996-04-29,1996-04-29
6970,2308,3579,1978-01-01,1978-01-01
6971,2308,1416,2003-09-02,2003-09-02
6972,2308,4470,1979-12-22,1979-12-22
6973,2309,230,1996-04-26,1996-04-26
6974,2310,1942,1970-12-17,1970-12-17
6975,2311,3878,2009-06-06,2009-06-06
6976,2311,3337,1992-02-03,1992-02-03
6977,2311,4235,1992-08-21,1992-08-21
6978,2311,3146,1991-12-07,1991-12-07
6979,2312,2592,1972-11-09,1972-11-09
6980,2312,2003,2006-06-07,2006-06-07
6981,2312,4510,2008-06-13,2008-06-13
6982,2313,3408,1984-12-10,1984-12-10
6983,2313,4087,1981-12-02,1981-12-02
6984,2314,9,1978-05-17,1978-05-17
6985,2314,4270,2011-09-05,2011-09-05
6986,2314,4369,1995-05-14,1995-05-14
6987,2315,2121,2015-10-27,2015-10-27
6988,2315,622,2014-03-10,2014-03-10
6989,2315,4374,1992-10-29,1992-10-29
6990,2315,2196,2010-09-10,2010-09-10
6991,2315,1107,2015-10-24,2015-10-24
6992,2316,3891,1993-08-12,1993-08-12
6993,2316,4261,1976-01-16,1976-01-16
6994,2316,4366,2019-04-05,2019-04-05
6995,2317,681,1979-03-07,1979-03-07
6996,2317,3847,1970-10-09,1970-10-09
6997,2317,4460,1974-02-10,1974-02-10
6998,2317,4867,2001-06-20,2001-06-20
6999,2318,3197,1972-12-29,1972-12-29
7000,2318,4379,1975-10-21,1975-10-21
7001,2318,257,1972-10-31,1972-10-31
7002,2318,3657,1978-03-09,1978-03-09
7003,2319,1212,2016-02-26,2016-02-26
7004,2319,3915,1973-07-27,1973-07-27
7005,2319,1802,2010-03-26,2010-03-26
7006,2319,2571,2007-03-16,2007-03-16
7007,2319,3772,1988-07-19,1988-07-19
7008,2320,2865,1980-04-03,1980-04-03
7009,2320,1423,1995-07-02,1995-07-02
7010,2320,828,1970-12-18,1970-12-18
7011,2320,3037,1988-12-20,1988-12-20
7012,2320,157,1983-01-03,1983-01-03
7013,2321,1122,2019-09-11,2019-09-11
7014,2321,675,1996-07-05,1996-07-05
7015,2321,3938,1971-10-18,1971-10-18
7016,2321,3166,1976-04-17,1976-04-17
7017,2321,1977,1991-08-31,1991-08-31
7018,2322,2237,1988-08-02,1988-08-02
7019,2322,453,1979-07-21,1979-07-21
7020,2323,3025,2018-09-10,2018-09-10
7021,2323,1760,2002-12-07,2002-12-07
7022,2323,3299,2017-10-31,2017-10-31
7023,2324,3072,1980-11-16,1980-11-16
7024,2324,1680,2004-06-05,2004-06-05
7025,2324,1415,1982-06-06,1982-06-06
7026,2324,757,1975-06-11,1975-06-11
7027,2325,3632,2019-05-05,2019-05-05
7028,2325,2602,1985-09-06,1985-09-06
7029,2325,611,1989-08-18,1989-08-18
7030,2325,1590,1973-07-26,1973-07-26
7031,2325,790,2003-06-02,2003-06-02
7032,2326,4743,1986-04-08,1986-04-08
7033,2326,19,2016-04-24,2016-04-24
7034,2326,3124,2013-12-25,2013-12-25
7035,2327,4887,2007-05-15,2007-05-15
7036,2327,3399,1983-04-11,1983-04-11
7037,2327,399,1976-12-05,1976-12-05
7038,2328,876,1986-08-18,1986-08-18
7039,2328,4806,2003-12-25,2003-12-25
7040,2328,1484,2006-08-23,2006-08-23
7041,2328,4860,2005-06-30,2005-06-30
7042,2328,4861,2014-08-15,2014-08-15
7043,2329,2227,2008-05-12,2008-05-12
7044,2329,2700,1996-07-08,1996-07-08
7045,2329,3611,1975-12-09,1975-12-09
7046,2329,3593,2010-07-04,2010-07-04
7047,2329,3288,2013-11-02,2013-11-02
7048,2330,4938,1990-11-08,1990-11-08
7049,2331,2132,1986-12-16,1986-12-16
7050,2331,178,2009-05-10,2009-05-10
7051,2331,2466,2001-03-02,2001-03-02
7052,2332,2378,1981-03-05,1981-03-05
7053,2332,76,1978-11-06,1978-11-06
7054,2333,2099,2020-12-28,2020-12-28
7055,2333,2864,1986-11-03,1986-11-03
7056,2333,4871,1998-07-16,1998-07-16
7057,2333,3459,2018-06-27,2018-06-27
7058,2333,1485,1996-02-24,1996-02-24
7059,2334,26,1974-11-02,1974-11-02
7060,2334,3189,1970-02-20,1970-02-20
7061,2334,3789,1984-03-13,1984-03-13
7062,2334,2018,1996-01-14,1996-01-14
7063,2335,94,1995-05-05,1995-05-05
7064,2335,630,2018-01-20,2018-01-20
7065,2335,2456,1979-06-07,1979-06-07
7066,2335,4132,1994-10-30,1994-10-30
7067,2335,1298,2021-01-22,2021-01-22
7068,2336,4116,1995-12-26,1995-12-26
7069,2337,2767,1979-01-19,1979-01-19
7070,2337,4933,1983-09-18,1983-09-18
7071,2337,4483,1999-08-03,1999-08-03
7072,2338,3116,1987-02-15,1987-02-15
7073,2338,2990,2007-10-27,2007-10-27
7074,2338,1870,1999-05-13,1999-05-13
7075,2338,42,1992-05-27,1992-05-27
7076,2339,4299,1981-03-17,1981-03-17
7077,2339,1830,1971-06-27,1971-06-27
7078,2339,3913,1982-10-19,1982-10-19
7079,2339,3460,2012-12-30,2012-12-30
7080,2340,1747,2002-01-23,2002-01-23
7081,2340,4145,1999-10-02,1999-10-02
7082,2341,3035,1985-06-26,1985-06-26
7083,2342,3558,1989-09-30,1989-09-30
7084,2342,4187,1983-09-02,1983-09-02
7085,2343,3213,1982-07-09,1982-07-09
7086,2343,3725,2008-07-28,2008-07-28
7087,2344,1172,1989-05-24,1989-05-24
7088,2344,2305,2003-01-11,2003-01-11
7089,2344,3831,1992-01-20,1992-01-20
7090,2344,390,1999-05-26,1999-05-26
7091,2344,2578,1978-12-14,1978-12-14
7092,2345,2479,2011-06-04,2011-06-04
7093,2346,2388,1982-07-23,1982-07-23
7094,2346,4729,1995-11-29,1995-11-29
7095,2346,340,2013-01-04,2013-01-04
7096,2346,2423,1976-10-26,1976-10-26
7097,2346,213,1970-10-27,1970-10-27
7098,2347,4909,2003-07-24,2003-07-24
7099,2347,887,1990-09-03,1990-09-03
7100,2347,89,1977-02-03,1977-02-03
7101,2348,3804,2014-04-17,2014-04-17
7102,2349,4618,2002-09-20,2002-09-20
7103,2350,2798,1974-05-17,1974-05-17
7104,2350,2295,1978-08-31,1978-08-31
7105,2351,742,1970-01-25,1970-01-25
7106,2351,3902,1999-10-29,1999-10-29
7107,2351,1325,2013-06-13,2013-06-13
7108,2351,4669,2002-07-24,2002-07-24
7109,2351,4944,1974-05-16,1974-05-16
7110,2352,142,1981-01-04,1981-01-04
7111,2352,1002,2008-06-30,2008-06-30
7112,2353,1833,2008-04-11,2008-04-11
7113,2354,4468,1980-02-02,1980-02-02
7114,2355,1179,1970-11-30,1970-11-30
7115,2355,410,2009-11-19,2009-11-19
7116,2355,3299,2021-02-18,2021-02-18
7117,2355,2612,2006-06-06,2006-06-06
7118,2355,2317,2009-02-13,2009-02-13
7119,2356,2875,2021-01-02,2021-01-02
7120,2356,221,1986-04-27,1986-04-27
7121,2357,4602,2004-12-07,2004-12-07
7122,2357,4888,1988-05-03,1988-05-03
7123,2357,845,1989-07-07,1989-07-07
7124,2358,1817,1984-11-09,1984-11-09
7125,2358,2780,1983-02-23,1983-02-23
7126,2359,4709,2014-02-04,2014-02-04
7127,2360,4320,1993-05-29,1993-05-29
7128,2360,1413,1971-07-03,1971-07-03
7129,2360,261,1996-04-05,1996-04-05
7130,2360,4488,2019-04-08,2019-04-08
7131,2361,2815,1998-03-02,1998-03-02
7132,2361,1002,2000-04-13,2000-04-13
7133,2361,1560,1975-06-22,1975-06-22
7134,2361,1461,1999-02-26,1999-02-26
7135,2362,4290,2019-08-07,2019-08-07
7136,2362,2010,2009-11-10,2009-11-10
7137,2362,4304,1991-10-08,1991-10-08
7138,2362,766,1980-02-12,1980-02-12
7139,2362,279,1971-09-25,1971-09-25
7140,2363,4949,1976-12-13,1976-12-13
7141,2363,2421,2002-01-06,2002-01-06
7142,2364,2686,2001-07-20,2001-07-20
7143,2365,4037,2014-08-06,2014-08-06
7144,2366,2841,1980-01-20,1980-01-20
7145,2366,1864,1980-12-18,1980-12-18
7146,2366,2179,1979-10-07,1979-10-07
7147,2366,4177,1998-01-23,1998-01-23
7148,2366,3989,1970-02-18,1970-02-18
7149,2367,915,1970-05-06,1970-05-06
7150,2367,3678,2002-11-07,2002-11-07
7151,2367,1022,2006-01-08,2006-01-08
7152,2367,200,1980-08-30,1980-08-30
7153,2368,337,1997-01-18,1997-01-18
7154,2368,3629,1997-02-08,1997-02-08
7155,2369,4979,2010-10-06,2010-10-06
7156,2369,3599,1981-01-30,1981-01-30
7157,2370,1880,2007-05-09,2007-05-09
7158,2370,1937,2006-02-22,2006-02-22
7159,2370,256,1975-11-01,1975-11-01
7160,2370,524,1997-04-05,1997-04-05
7161,2370,1986,1976-10-26,1976-10-26
7162,2371,783,1989-10-15,1989-10-15
7163,2371,2123,2014-06-05,2014-06-05
7164,2371,4166,2017-08-27,2017-08-27
7165,2371,2805,1982-07-20,1982-07-20
7166,2371,294,1990-08-20,1990-08-20
7167,2372,2735,1989-06-16,1989-06-16
7168,2372,25,1996-03-27,1996-03-27
7169,2372,2285,1986-09-08,1986-09-08
7170,2372,1090,1976-04-06,1976-04-06
7171,2372,2826,1986-10-30,1986-10-30
7172,2373,3384,1985-10-26,1985-10-26
7173,2373,1284,1970-06-23,1970-06-23
7174,2373,2230,2011-07-15,2011-07-15
7175,2374,1203,1990-09-02,1990-09-02
7176,2374,686,1997-03-21,1997-03-21
7177,2374,1825,2008-02-06,2008-02-06
